edition_key,Year,City,Language,Format,Elements (Arithmetical Books),Elements (Geometrical Books),Geometrical Dotted Lines,Token Lines,"Other ""Dotted"" Lines",Has dotted diagrams in the wide sense,RAW Dotted lines,Lines classified,Notes,Has diagrams,Reprint of,Final Architecture,Final Arithmetic,Final Astronomy,Final Cartography,Final Commercial Mathematics,Final Construction,Final Cosmography,Final Geography,Final Gnomonics & Horology,Final Instrument Construction,Final Instrument Use,Final Mechanics,Final Military Engineering,Final Music Theory,Final Navigation,Final Perspective,Final Practical Geometry,Final Surveying,Final Theoretical Mathematics,Final Trigonometry
MorisS-13-5,1647,Paris,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-21-12,1647,Paris,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-22-5,1647,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-7-1,1647,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-132,1647,Leeuwarden,Dutch,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-219,1647,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
DMOHT7,1647,Paris,FRENCH,4,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
WFWXP4,1647,The Hague,DUTCH,2,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
CCS7QJ,1647,Amsterdam,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-4-4,1648,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-120,1648,London,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
CG8KPH,1648,La Flèche,FRENCH,2,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
5YK5ZF,1648,Rome,LATIN,2,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-157,1649,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-158,1649,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-161,1649,Leiden,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-191,1649,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-202,1649,Middelburg,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
3WRC2Y,1649,Paris,FRENCH,4,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-101,1650,Frankfurt,GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-133,1650,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-18-1,1651,Toulouse,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-21-13,1651,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-267,1651,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-55,1652,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-102,1652,Jena,GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-121,1652,Oxford,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-159,1652,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
P3JCQH,1652,Leuven,LATIN,12,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-4-5,1653,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-215,1653,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
B80KIT,1653,Bologna,ITALIAN,4,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-236,1654,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-272,1654,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-3-3,1656,Dijon,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-160,1656,Amsterdam,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
BKH4JK,1656,Oxford,LATIN,4,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
MorisS-5-4,1657,Paris,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-22-6,1657,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-12-1,1657,Paris,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-226,1657,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-3-4,1658,Paris,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-25-4,1658,,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-204,1658,Middelburg,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-4-6,1659,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-10-3,1659,Rome,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-25-8,1659,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-18-3,1659,,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-260,1659,Dordrecht,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
E8K2CK,1659,Bologna,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam_1660a,1660,Amsterdam,LATIN,,,,,,,Not relevant (no diagrrams in edition),,,,FALSE,,,,,,,,,,,,,,,,,,,,,
ustc-42,1660,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-3-5,1660,Paris,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-18-4,1660,Toulouse,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-234,1660,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Paris_1661,1661,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-3-6,1661,Dijon,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-22-7,1661,The Hague,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-107,1661,Oxford,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
ZYVGSH,1662,Oxford,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Bologna_1663,1663,Bologna,ITALIAN,,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
bib-56,1663,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-142,1663,Arnhem,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-4-7,1664,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-86,1664,Bologna,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-205,1664,Dordrecht,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-25-3,1665,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
MorisS-26-2,1665,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-79,1665,Padua,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
London_1666,1666,London,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-126,1667,Rome,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-135,1667,Nuremberg,GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-95,1668,Cambridge,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-144,1668,Paris,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-270,1668,Vlissingen,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-112,1669,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-114,1669,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-207,1669,Dordrecht,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Turin_1671,1671,Turin,LATIN,,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
bib-146,1671,Valencia,SPANISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-198,1671,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
6MOFBH,1671,Nuremberg,LATIN,2,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
EJGRZN,1671,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam_1672,1672,Amsterdam,DUTCH,,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
bib-141,1672,Arnhem,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-199,1672,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Valencia_1673,1673,Valencia,LATIN,,,,,,,Not relevant (no diagrrams in edition),,,,FALSE,,,,,,,,,,,,,,,,,,,,,
bib-38,1673,Nuremberg,GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-84,1673,Cremona,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-139,1673,Amsterdam,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-237,1673,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Florence_1674,1674,Florence,ITALIAN,,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
bib-100,1674,Turin,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-96,1675,Caen,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Beaulieu-1,1676,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-54,1677,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-206,1677,"Frankfurt, Leipzig",GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-256,1677,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
London_1678a,1678,London,LATIN,,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
bib-89,1678,Milan,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-145,1678,Madrid,SPANISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Rome_1679,1679,Rome,LATIN,,,,,,,Not relevant (no diagrrams in edition),,,,FALSE,,,,,,,,,,,,,,,,,,,,,
bib-104,1681,Rome,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-88,1682,Brescia,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-94,1682,Siena,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-111,1682,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
9D1KT8,1682,Siena,ITALIAN,4,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
The_Hague_1683,1683,The Hague,FRENCH,,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
bib-261,1683,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-53,1684,Basel,GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-57,1684,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-74,1684,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-85,1685,Bologna,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-273,1685,Amsterdam,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-284,1687,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Paris_1689,1689,Paris,FRENCH,,,,,,,Unclassified,,,,TRUE,,,,,,,,,,,,,,,,,,,,,
bib-122,1689,Naples,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-208,1689,Dordrecht,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-113,1690,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-115,1690,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-143,1690,Rome,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-203,1690,Utrecht,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-80,1691,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-125,1691,Rome,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-214,1691,"Paris, Amsterdam",FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-92,1692,Venice,ITALIAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-110,1692,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-137,1693,Altdorf,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Bologna_1693,1693,Bologna,LATIN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-216,1694,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-229,1694,Lyon,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-230,1694,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-231,1694,The Hague,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-250,1694,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-257,1694,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Paris_1695,1695,Paris,FRENCH,12,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
London_1695,1695,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-162,1696,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-279,1696,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-99,1697,Nuremberg,GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-228,1698,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Barcelona_1698,1698,Barcelona,SPANISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-78,1699,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-58,1700,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-193,1700,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-194,1700,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-195,1700,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-227,1700,"Paris, Brussels",FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
London_1700,1700,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-190,1701,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-197,1702,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-235,1702,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-281,1706,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-238,1716,Paris,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-192,1722,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-163,1730,Lyon,FRENCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-196,1752,London,ENGLISH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
bib-200,1761,Leeuwarden,DUTCH,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
QIG1E3,1781,Halle,GERMAN,,,,,,,Unclassified,,,,,,,,,,,,,,,,,,,,,,,,,
Venice_1482,1482,Venice,LATIN,2,V,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Venice_1505,1505,Venice,LATIN,2,V,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Venice_1510,1510,Venice,LATIN,2,V,V,,,,Yes,,Yes,,TRUE,Venice_1505,,,,,,,,,,,,,,,,,,,,
Venice_1509,1509,Venice,LATIN,2,V,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1516,1516,Paris,LATIN,2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Basel_1533,1533,Basel,"GREEK, LATIN",2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1536,1536,Paris,"LATIN, GREEK",2,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1544,1544,Paris,LATIN,2,,V,,,,Yes,,Yes,,TRUE,Paris_1536,,,,,,,,,,,,,,,,,,,,
Paris_1551,1551,Paris,LATIN,4,,V,,,,Yes,,Yes,,TRUE,Paris_1536,,,,,,,,,,,,,,,,,,,,
Basel_1537,1537,Basel,LATIN,2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Basel_1546,1546,Basel,LATIN,2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,Basel_1537,,,,,,,,,,,,,,,,,,,,
Strasbourg_1559,1559,Strasbourg,"GREEK, LATIN",8,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,Basel_1537,,,,,,,,,,,,,,,,,,,,
Strasbourg_1538,1538,Strasbourg,"GREEK, LATIN",4,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Venice_1543,1543,Venice,ITALIAN,2,V,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Venice_1565,1565,Venice,LATIN,8,V,V,,,,Yes,,Yes,,TRUE,Venice_1543,,,,,,,,,,,,,,,,,,,,
Venice_1569,1569,Venice,LATIN,8,V,V,,,,Yes,,Yes,,TRUE,Venice_1543,,,,,,,,,,,,,,,,,,,,
Venice_1585,1585,Venice,LATIN,4,V,V,,,,Yes,,Yes,,TRUE,Venice_1543,,,,,,,,,,,,,,,,,,,,
Venice_1586,1586,Venice,LATIN,4,V,V,,,,Yes,,Yes,,TRUE,Venice_1543,,,,,,,,,,,,,,,,,,,,
Rome_1545,1545,Rome,"GREEK, LATIN",8,V,V,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
Rome_1545a,1545,Rome,LATIN,8,V,V,,,,Yes,,Yes,,,Rome_1545,,,,,,,,,,,,,,,,,,,,
Leipzig_1549,1549,Leipzig,LATIN,8,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1549,1549,Paris,LATIN,8,V,V,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
Paris_1558a,1558,Paris,LATIN,4,V,V,,,,Yes,,Yes,,,Paris_1549,,,,,,,,,,,,,,,,,,,,
Basel_1550,1550,Basel,LATIN,2,,V,"Geometrical (Multiple diagrams in Books~I, III and VI)",,,Yes,"Geometrical (Multiple diagrams in Books~I, III and VI)",Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1551a,1551,Paris,LATIN,4,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Augsburg_1555,1555,Augsburg,GERMAN,4,V,,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Cologne_1556,1556,Cologne,LATIN,8,V,V,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
Lyon_1557,1557,Lyon,LATIN,2,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Basel_1562,1562,Basel,GERMAN,2,,V,Geometrical (Multiple diagrams in Books~I--IV and VI),,,Yes,Geometrical (Multiple diagrams in Books~I--IV and VI),Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Cologne_1564,1564,Cologne,LATIN,8,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1564,1564,Paris,FRENCH,4,,V,Geometrical (I.43),,,Yes,Geometrical (I.43),Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Wittenberg_1564,1564,Wittenberg,"GREEK, LATIN",8,V,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
Paris_1565,1565,Paris,FRENCH,4,V,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
Paris_1566a,1566,Paris,FRENCH,8,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1566,1566,Paris,LATIN,2,V,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
London_1570,1570,London,ENGLISH,2,V,V,"Tokens + Geometrical (VI.def.6, XII.17)","Tokens + Geometrical (VI.def.6, XII.17)",,Yes,"Tokens + Geometrical (VI.def.6, XII.17)",Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Pesaro_1572,1572,Pesaro,LATIN,2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Rome_1574,1574,Rome,LATIN,8,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Urbino_1575,1575,Urbino,ITALIAN,2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Pesaro_1619,1619,Pesaro,LATIN,2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,Urbino_1575,,,,,,,,,,,,,,,,,,,,
Pesaro_1619a,1619,Pesaro,ITALIAN,2,V,V,,Tokens,,Yes,Tokens,Yes,,TRUE,Urbino_1575,,,,,,,,,,,,,,,,,,,,
Venice_1575,1575,Venice,LATIN,4,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Seville_1576,1576,Seville,SPANISH,4,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Rome_1589,1589,Rome,LATIN,8,V,V,"Tokens (already in VI.11, which does not correspond to something i see in Heath) + Geometrical (I.def.12, I.12, I.28, I.47, II.12--14, IV.5, IV.16, VI.11 (in Clavius - VI.9), VI.17)","Tokens (already in VI.11, which does not correspond to something i see in Heath) + Geometrical (I.def.12, I.12, I.28, I.47, II.12--14, IV.5, IV.16, VI.11 (in Clavius - VI.9), VI.17)",,Yes,"Tokens (already in VI.11, which does not correspond to something i see in Heath) + Geometrical (I.def.12, I.12, I.28, I.47, II.12--14, IV.5, IV.16, VI.11 (in Clavius - VI.9), VI.17)",Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Cologne_1591,1591,Cologne,LATIN,4,V,V,"Tokens + Geometrical (Multiple diagrams in Book~I, II.12, II.13, III.11, III.12, IV.5, IV.11, VI.17, VI.33, XIII.13)","Tokens + Geometrical (Multiple diagrams in Book~I, II.12, II.13, III.11, III.12, IV.5, IV.11, VI.17, VI.33, XIII.13)",,Yes,"Tokens + Geometrical (Multiple diagrams in Book~I, II.12, II.13, III.11, III.12, IV.5, IV.11, VI.17, VI.33, XIII.13)",Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Paris_1598a,1598,Paris,FRENCH,8,,V,Geometrical (III.25),,,Yes,Geometrical (III.25),Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Arnhem_1603,1603,Arnhem,LATIN,4,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Leiden_1606,1606,Leiden,DUTCH,4,,V,Geometrical (Multiple diagrams in Books~I--IV and VI),,,Yes,Geometrical (Multiple diagrams in Books~I--IV and VI),Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Wittenberg_1609,1609,Wittenberg,LATIN,8,V,V,"Tokens + Geometrical (Multiple diagrams in Books~I, III, IV, VI)","Tokens + Geometrical (Multiple diagrams in Books~I, III, IV, VI)",,Yes,"Tokens + Geometrical (Multiple diagrams in Books~I, III, IV, VI)",Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Wittenberg_1634,1634,Wittenberg,LATIN,8,V,V,"Tokens + Geometrical (Multiple diagrams in Books~I, III, IV, VI)","Tokens + Geometrical (Multiple diagrams in Books~I, III, IV, VI)",,Yes,"Tokens + Geometrical (Multiple diagrams in Books~I, III, IV, VI)",Yes,,TRUE,Wittenberg_1609,,,,,,,,,,,,,,,,,,,,
Geneva_1610,1610,Geneva,LATIN,4,,V,,,,Yes,,Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
Ansbach_1610,1610,Ansbach,"GERMAN, LATIN",2,,V,"Geometrical (Multiple diagrams in Books~I, III and VI)",,,Yes,"Geometrical (Multiple diagrams in Books~I, III and VI)",Yes,,TRUE,,,,,,,,,,,,,,,,,,,,,
