classification_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
bib-282,l'art d'arithmetique,1563,Paris,FRENCH,Claude de Boissière,Guillaume Cavellat,,1,,,True,Arithmetic,Practical Geometry,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
bib-283,,1603,London,ENGLISH,Humfrey Baker,Thomas Purfoot,,,,,False,Arithmetic,Commercial Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-284,,1687,London,ENGLISH,"Humfrey Baker, Henry Phillippes","J. Richardson, William Thackery",,,,,,Arithmetic,Commercial Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-285,,1564,London,ENGLISH,Humfrey Baker,"Henry Denham, James Rowbothum",,,,,False,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-29,,1582,Paris,FRENCH,Jacques Androuet du Cerceau,,,,,,False,Architecture | Construction,,,2,0,0,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-3,Petit traicte de geometrie et d'horologiographie pratique,1562,Paris,FRENCH,Jean Bullant,"Guillaume Cavellat, Fleury Prévost",,,23239,,,Gnomonics & Horology | Instrument Construction | Practical Geometry,,,3,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-30,"Geometriae, Theoricae Et Practicae. XII. Bücher: Inn welchen die Geometrischen Fundament Euclidis, unnd der selben gebrauch, auff das kürtzest, unnd leichtest, als in einem Handbuch beschriben werden ; Allen Baw- und Kriegs verstendigen, Feldmessern, und",1627,Zurich,GERMAN,Johann Ardüser,Johann Jakob Bodmer,,,2046300,,,Practical Geometry | Theoretical Mathematics,Construction | Military Engineering | Surveying,,2,3,0,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,primary,secondary,primary,unrelated
bib-31,"Geometriae Theoricae Et Practicae Oder Von dem Feldmässen 14. Bücher: In welchen die Fundament Euclidis und derselbigen gebrauch, im abmässen und visieren aller Längen, Flächen und Cörpern: mit dem Feld-Wein-Treit und Gwichtruhten begriffen ; Allen so sic",1646,Zurich,GERMAN,Johann Ardüser,Johann Jakob Bodmer,,,2102714,,,Instrument Use | Practical Geometry | Surveying | Theoretical Mathematics,Construction,,4,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated
bib-32,,1605,London,ENGLISH,Francis Bacon,Henrie Tomes,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-33,"Del modo di misurare le distantie, le superficie, i corpi, le piante, le provincie, le prospettiue, & tutte le altre cose terrene, che possono occorrere a gli uomini, secondo le vere regole d'Euclide, & de gli altri più lodati scrittori",1564,Venice,ITALIAN,Cosimo Bartoli,Francesco de Franceschi,4,1,812411,,True,Perspective | Practical Geometry | Surveying,,,3,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated,unrelated
bib-34,,1567,Venice,ITALIAN,Cosimo Bartoli,Francesco de Franceschi,,,,,False,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-35,"Diversarum speculationum mathematicarum, & physicarum liber, quarum seriem sequens pagina indicabit",1585,Turin,LATIN,Giovanni Battista Benedetti,Nicolò Bevilacqua,,1,813589,,True,,,Instrument Use | Practical Geometry,0,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
bib-36,Della consolatione de la filosofia,1551,Florence,ITALIAN,Anicius Manlius Severinus Boethius,Lorenzo Torrentino,,1,815091,,False,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-37,,1639,Paris,FRENCH,Pierre Bourdín,François Pélican,,,,,,Military Engineering,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-38,,1673,Nuremberg,GERMAN,Bernhard Cantzler,"Johann Andreae, Endter",,,,,,Practical Geometry,Arithmetic | Construction | Geography | Navigation | Surveying | Trigonometry,,1,6,0,unrelated,secondary,unrelated,unrelated,unrelated,secondary,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,primary,secondary,unrelated,secondary
bib-39,Della fortificatione delle città,1564,Venice,ITALIAN,"Girolamo Maggi, Jacomo Fusti Castriotto",Rutilio Borgominiero,,1,,,True,Military Engineering,Architecture | Construction,Practical Geometry,1,2,1,secondary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
bib-40,,1596,Delft,GERMAN,Ludolph van Ceulen,Jan Andriesz,,,,,True,Practical Geometry | Trigonometry,Arithmetic | Commercial Mathematics | Surveying,Instrument Use,2,3,1,unrelated,secondary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,primary
bib-41,,1558,Venice,LATIN,Federico Commandino,,,,,,True,Astronomy | Perspective,Practical Geometry,,2,1,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
bib-42,De superficierum divisionibus liber Machometo Bagdedino ascriptus,1570,Pesaro,LATIN,"John Dee, Federico Commandino",Hieronymus Concordia,,1,,,True,Practical Geometry | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
bib-43,,1611,Madrid,SPANISH,Sebastián de Covarrubias,Luis Sanchez,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-44,,1567,Paris,FRENCH,De l’Orme Delorme,Frédéric Morel,,,,,True,Architecture,,Practical Geometry,1,0,1,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
bib-45,,1587,Venice,ITALIAN,Oronce Finé,Francesco de Franceschi,,,,,True,Arithmetic | Cosmography | Gnomonics & Horology | Practical Geometry,Instrument Use,,4,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-47,,1561,Paris,FRENCH,Abel Foullon,Pierre Beguin,,,,,,Cartography | Instrument Use | Practical Geometry | Surveying,,,4,0,0,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-48,,1564,Venice,ITALIAN,Abel Foullon,Giordano Ziletti,,,,,True,Instrument Use | Practical Geometry | Surveying,Cartography,Instrument Construction,3,1,1,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-49,,1567,Paris,FRENCH,Abel Foullon,Pierre Beguin,,,,,,Instrument Use | Practical Geometry | Surveying,Cartography | Geography,Instrument Construction,3,2,1,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,secondary,unrelated,unknown,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-5,,1585,Paris,FRENCH,Jacques Chauvet,Henry Thierry,,,,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-50,,1570,Basel,LATIN,"Abel Foullon, Johann Niklaus Stupanus",Peter Perna,,,,,,Instrument Construction | Instrument Use | Practical Geometry,Astronomy,Cartography | Geography | Navigation | Surveying,3,1,4,unrelated,unrelated,secondary,unknown,unrelated,unrelated,unrelated,unknown,unrelated,primary,primary,unrelated,unrelated,unrelated,unknown,unrelated,primary,unknown,unrelated,unrelated
bib-51,,1643,Paris,FRENCH,Georges Fournier,Michel Soly,,,,,,Navigation,Cartography,Astronomy | Instrument Use | Practical Geometry | Surveying | Theoretical Mathematics | Trigonometry,1,1,6,unrelated,unrelated,unknown,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,primary,unrelated,unknown,unknown,unknown,unknown
bib-52,,1592,Venice,LATIN,Antonio Magini Giovanni,Giovanni Battista Ciotti,,,,,True,Instrument Use | Practical Geometry,Architecture,,2,1,0,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-53,,1684,Basel,GERMAN,Jacob Meyer,"Johann Ludwig König, Johann Brandmüller",,,,,,Practical Geometry | Surveying,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-54,,1677,Paris,FRENCH,Claude-François Milliet Dechales,Etienne Michallet,,,,,,Construction | Military Engineering,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-55,La perspective curieuse. Avec L'optique et la catoptrique du Reverend Père Mersenne,1652,Paris,FRENCH,"Jean François Niceron, Marin Mersenne",François Langlois,,,6163947,,,Perspective,,Practical Geometry | Trigonometry,1,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated,unknown
bib-57,,1684,Paris,FRENCH,Jacques Ozanam,Estienne Michallet,,,,,,Practical Geometry | Theoretical Mathematics | Trigonometry,,,3,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,primary
bib-58,,1700,Paris,FRENCH,Jacques Ozanam,Jean Jombert,,,,,,Instrument Use | Practical Geometry | Surveying,,,3,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-59,,1594,Leiden,LATIN,Josephus Justus Scaliger,Franciscus Raphelengius,,,,,False,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-6,,1604,Rome,LATIN,Christopher Clavius,Aloisius Zannetti,,,,,,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-60,,1615,Venice,ITALIAN,Vincenzo Scamozzi,Presso L'Avtore,,,,,,Architecture,Military Engineering,,1,1,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-61,,1646,Leiden,LATIN,Frans van Schooten,Elzevier,,,,,,Gnomonics & Horology | Theoretical Mathematics,,Mechanics,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
bib-62,,1618,Nuremberg,GERMAN,Daniel Schwenter,Simon Halbmayer,,,,,,Practical Geometry,Instrument Use | Surveying,,1,2,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated
bib-63,,1605,Leiden,LATIN,Simon Stevin,Jan Pati,,,,,,Practical Geometry,,Military Engineering | Navigation | Surveying,1,0,3,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unknown,unrelated,primary,unknown,unrelated,unrelated
bib-64,,1579,Paris,LATIN,François Viète,Jean Mettayer,,,,,False,Practical Geometry | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
bib-65,,1593,Tours,LATIN,François Viète,Jamet Mettayer,,,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
bib-66,,1593,Tours,LATIN,François Viète,Jamet Mettayer,,,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
bib-67,,1595,Paris,LATIN,François Viète,Jamet Mettayer,,,,,True,Practical Geometry,,Architecture | Instrument Use,1,0,2,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-68,,1615,Paris,LATIN,"François Viète, Alexander Anderson",Olivier de Varennes,,,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
bib-69,,1646,Leiden,LATIN,"François Viète, Frans van Schooten","Bonaventure, Abraham Elzevier",,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-7,"A geometrical practise, named Pantometria divided into three bookes, longimetra, planimetra, and stereometria, containing rules manifolde for mensuration of all lines, superficies and solides",1571,London,ENGLISH,"Leonard Digges, Thomas Digges",Henrie Bynneman,,,507303,,True,Practical Geometry,Cartography | Instrument Use | Perspective | Surveying | Theoretical Mathematics,,1,5,0,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,secondary,primary,secondary,secondary,unrelated
bib-70,,1628,Lyon,FRENCH,Antoine de Ville,Irénée Barlet,,,,,,Construction | Military Engineering | Practical Geometry | Trigonometry,Architecture,,4,1,0,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary
bib-71,,1567,Venice,LATIN,Marcus Vitruvius Pollio,Francesco de Franceschi,,,,,True,Architecture,Gnomonics & Horology | Mechanics | Practical Geometry,,1,3,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
bib-72,,1613,Herborn,LATIN,Johann Heinrich Alsted,Corvinus,,,,,,Architecture | Arithmetic | Astronomy | Cosmography | Geography,,Music Theory | Theoretical Mathematics,5,0,2,primary,primary,primary,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
bib-73,,1623,Herborn,LATIN,Johann Heinrich Alsted,Corvinus,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-74,The Elements or principles of geometrie·,1684,London,ENGLISH,,John Playford,,,3109196,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-75,,1646,Zurich,GERMAN,Johann Ardüser,Johann Jacob Bodmer,,,,,,Practical Geometry | Surveying | Theoretical Mathematics,Construction,,3,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated
bib-76,,1598,Venice,LATIN,Franciscus Barocius,Gratiosus Perchacinus,,,,,True,Cosmography,Arithmetic | Practical Geometry | Theoretical Mathematics,Instrument Use,1,3,1,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,secondary,unrelated
bib-77,,1595,Venice,ITALIAN,Silvio Belli,Ruberto Megietti,,,,,True,Instrument Use | Practical Geometry | Theoretical Mathematics,,Navigation | Surveying,3,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unknown,unrelated,primary,unknown,primary,unrelated
bib-78,,1699,Paris,FRENCH,François Blondel,François Blondel,,,,,,Practical Geometry | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
bib-79,,1665,Padua,ITALIAN,Valeriano Bonvicino,Frambotto,,,,,,Arithmetic | Geography | Military Engineering | Trigonometry,,Astronomy | Practical Geometry | Theoretical Mathematics,4,0,3,unrelated,primary,unknown,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unknown,unrelated,unknown,primary
bib-8,Underweysung der messung mit dem zirckel und richtscheyt in linien ebnen unnd gantzen corporen durch Albrecht duerer zu samen getzogen mit zu gehoerigen figuren,1525,Nuremberg,GERMAN,Albrecht Dürer,Hieronymus Andreae,,1,701774,,True,Practical Geometry,Instrument Use,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-80,,1691,Paris,FRENCH,"Jean Boulenger, Jacques Ozanam",Michel David,,,,,,Practical Geometry | Surveying,Arithmetic,,2,1,0,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-82,Io. Buteonis delphinatici opera geometrica,1554,Lyon,LATIN,Jean Borrel,Thomas Bertel,,1,,,True,Practical Geometry,Commercial Mathematics | Construction | Instrument Use | Mechanics | Military Engineering | Theoretical Mathematics,,1,6,0,unrelated,unrelated,unrelated,unrelated,secondary,secondary,unrelated,unrelated,unrelated,unrelated,secondary,secondary,secondary,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated
bib-83,,1559,Lyon,LATIN,Jean Borrel,Michael Jouve,,,,,True,Practical Geometry,Commercial Mathematics | Construction | Mechanics | Military Engineering | Surveying,Instrument Use,1,5,1,unrelated,unrelated,unrelated,unrelated,secondary,secondary,unrelated,unrelated,unrelated,unrelated,unknown,secondary,secondary,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated
bib-84,,1673,Cremona,ITALIAN,Alessandro Capra,Giovanni Pietro Zanni,,,,,,Construction | Practical Geometry,Architecture | Surveying,,2,2,0,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated
bib-85,,1685,Bologna,ITALIAN,Paolo Casati,Gioseffo Longhi,,,,,,Arithmetic | Instrument Construction | Instrument Use,Practical Geometry,Architecture | Commercial Mathematics | Perspective | Surveying,3,1,4,unknown,primary,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unknown,secondary,unknown,unrelated,unrelated
bib-86,,1664,Bologna,LATIN,Paolo Casati,Giovanni Battista Ferroni,,,,,,Instrument Construction | Instrument Use,Arithmetic | Practical Geometry,,2,2,0,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
bib-87,"Dell’arte del misurare libri due, nel primo de’ quali s’insegna a misurare et partir i campi. Nel secondo a misurar le muraglie imbottar grani vini fieni & strami; col liuellar dell’acque & altre cose necessarie a gli agrimensori. Libri primo",1584,Brescia,ITALIAN,Girolamo Cataneo,Thomaso Bozzola,,,,,True,Practical Geometry | Surveying,,Instrument Use,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-88,,1682,Brescia,ITALIAN,Girolamo Cataneo,Domenico Gromi,,,,,,Practical Geometry | Surveying,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-89,,1678,Milan,LATIN,Giovanni Ceva,Ludovico Monti,,,,,,Practical Geometry,,Mechanics,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-9,,1544,Strasbourg,LATIN,Oronce Finé,,,,,,True,Practical Geometry,Instrument Use | Mechanics,,1,2,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-90,,1585,Paris,FRENCH,Jacques Chauvet,Henry Thierry,,,,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-91,"Libro di arithmetica & geometria speculativa & praticale, composto per maestro Francesco Feliciano da Lazesio veronese intitulato Scala grimaldelli, novamente stampato",1563,Venice,ITALIAN,Francesco Feliciano,,4,1,828977,,True,Arithmetic | Practical Geometry | Theoretical Mathematics,,,3,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
bib-92,,1692,Venice,ITALIAN,Francesco Feliciano,Giacomo Hertz,,,,,,Arithmetic | Commercial Mathematics | Practical Geometry | Surveying | Theoretical Mathematics,Instrument Use,,5,1,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated
bib-93,,1603,Venice,ITALIAN,Lorenzo Forestani,Giorgio Varisco,,,,,True,Arithmetic | Commercial Mathematics | Practical Geometry | Surveying,,,4,0,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-94,,1682,Siena,ITALIAN,Lorenzo Forestani,,,,,,,Arithmetic | Practical Geometry,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-95,,1668,Cambridge,LATIN,Pierre Gautruche,John Field,,,,,,Arithmetic | Astronomy | Geography | Gnomonics & Horology,,Music Theory | Theoretical Mathematics,4,0,2,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
bib-96,,1675,Caen,LATIN,Pierre Gautruche,Jean Cavelier,,,,,,,Astronomy | Geography | Gnomonics & Horology | Navigation,,0,4,0,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,,secondary,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated
