portfolio_category,portfolio_kind,name,total_representative_cases,metadata_elements_cases,non_elements_cases,elements_share_pct,cities,languages_first,formats,periods,elements_bookgroups,primary_subject_families,elements_keys,non_elements_keys,elements_only_claims,non_elements_only_claims,shared_claims,elements_only_social,non_elements_only_social,shared_social,claim_method_demonstration_order_elements_pct,claim_method_demonstration_order_non_elements_pct,claim_accessibility_clarity_pedagogy_elements_pct,claim_accessibility_clarity_pedagogy_non_elements_pct,claim_utility_practice_application_elements_pct,claim_utility_practice_application_non_elements_pct,claim_correction_revision_accuracy_elements_pct,claim_correction_revision_accuracy_non_elements_pct,claim_augmentation_enrichment_composition_elements_pct,claim_augmentation_enrichment_composition_non_elements_pct,claim_translation_vernacularization_transfer_elements_pct,claim_translation_vernacularization_transfer_non_elements_pct,claim_ancient_authority_restoration_elements_pct,claim_ancient_authority_restoration_non_elements_pct,claim_visual_material_aids_elements_pct,claim_visual_material_aids_non_elements_pct,claim_selection_extraction_abridgment_elements_pct,claim_selection_extraction_abridgment_non_elements_pct,pedagogical_school_arena_elements_pct,pedagogical_school_arena_non_elements_pct,court_state_service_arena_elements_pct,court_state_service_arena_non_elements_pct,military_fortification_arena_elements_pct,military_fortification_arena_non_elements_pct,professional_practical_arena_elements_pct,professional_practical_arena_non_elements_pct,religious_institutional_arena_elements_pct,religious_institutional_arena_non_elements_pct,learned_scholarly_arena_elements_pct,learned_scholarly_arena_non_elements_pct,general_public_lovers_arena_elements_pct,general_public_lovers_arena_non_elements_pct,patronage_prestige_arena_elements_pct,patronage_prestige_arena_non_elements_pct,no_visible_social_arena_elements_pct,no_visible_social_arena_non_elements_pct,sparse_canonical_identity_elements_pct,sparse_canonical_identity_non_elements_pct,procedural_pedagogical_identity_elements_pct,procedural_pedagogical_identity_non_elements_pct,composite_workshop_book_elements_pct,composite_workshop_book_non_elements_pct,utility_public_book_elements_pct,utility_public_book_non_elements_pct,humanist_transfer_book_elements_pct,humanist_transfer_book_non_elements_pct,method_access_book_elements_pct,method_access_book_non_elements_pct
elements_only_low_count,split_person,Ignazio Danti,1,1,0,100.0,Florence,ITALIAN,4,1550-1599,,Visual/Spatial Arts,Florence_1573,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,court_state_service_arena; patronage_prestige_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Jacobo Kresa,1,1,0,100.0,Brussels,SPANISH,4,1650-1699,"1-6, 11-12",Geometry/Theory,Brussels_1689,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,learned_scholarly_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Jacobus Honoratus Durandus,1,1,0,100.0,Graz,LATIN,12,1600-1649,1-6,No primary family,Graz_1636,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_selection_extraction_abridgment,,,religious_institutional_arena,,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Jacques-Alexandre Le Tenneur,1,1,0,100.0,Paris,FRENCH,4,1600-1649,"10, ?",Geometry/Theory,Paris_1640,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_translation_vernacularization_transfer,,,learned_scholarly_arena; pedagogical_school_arena,,,100.0,,100.0,,0.0,,0.0,,100.0,,100.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,100.0,
elements_only_low_count,split_person,Jean de Tournes,1,1,0,100.0,Geneva,FRENCH,4,1600-1649,1–6,No primary family,Geneva_1611,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_translation_vernacularization_transfer,,,patronage_prestige_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Joachim Camerarius,1,1,0,100.0,Paris,LATIN,2,pre-1550,,Geometry/Theory | Visual/Spatial Arts | Instruments/Measurement,JTZKPV,,claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Joachim Tancke,1,1,0,100.0,Leipzig,LATIN,8,1550-1599,,No primary family,4ZSED7,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Joannes Sthen,1,1,0,100.0,Wittenberg,GREEK,8,1550-1599,7,Arithmetic/Commerce,Wittenberg_1564,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,learned_scholarly_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Johan Ludvig Heiberg,1,1,0,100.0,Leipzig,GREEK,,1700+,1-13,Geometry/Theory,Leipzig_1883,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Johann Alexander Brassicanus,1,1,0,100.0,Vienna,LATIN,4,pre-1550,,No primary family,TTORPR,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Johann Friedrich Lorenz,1,1,0,100.0,Halle,GERMAN,,1700+,1-6,Geometry/Theory,Halle_1758,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Johann Lanz,1,1,0,100.0,Ingolstadt,LATIN,8,1600-1649,1-6,No primary family,Ingolstadt_1617,,claim_ancient_authority_restoration,,,learned_scholarly_arena; pedagogical_school_arena; religious_institutional_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Johann Samuel König,1,1,0,100.0,The Hague,FRENCH,4,1700+,"1-6, 11-12",Geometry/Theory,The_Hague_1758,,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_selection_extraction_abridgment,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Johann Wilhelm von Camerer,1,1,0,100.0,Berlin,GREEK,8,1700+,1-6,No primary family,Berlin_1824,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Johann Wolfgang Müller,1,1,0,100.0,Nuremberg,GERMAN,8,1700+,1,No primary family,Nuremberg_1821,,claim_ancient_authority_restoration; claim_visual_material_aids,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Johannes Vögelin,1,1,0,100.0,Vienna,LATIN,4,pre-1550,,No primary family,TTORPR,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,John Bonnycastle,1,1,0,100.0,London,ENGLISH,8,1700+,"1-6, 11-12",Geometry/Theory,London_1789,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_utility_practice_application,,,court_state_service_arena; learned_scholarly_arena; military_fortification_arena; pedagogical_school_arena,,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,100.0,,100.0,,100.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,0.0,,0.0,
elements_only_low_count,split_person,John Keill,1,1,0,100.0,Oxford,LATIN,8,1700+,"1-6, 11-12",No primary family,Oxford_1701,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,John Leeke,1,1,0,100.0,London,ENGLISH,2,1650-1699,1–16,Geometry/Theory,London_1661,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,John Playfair,1,1,0,100.0,Edinburgh,ENGLISH,8,1700+,1-6,Geometry/Theory,Edinburgh_1795,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Jonas Moore,1,1,0,100.0,London,ENGLISH,4,unknown,"1–6, 11–12",Geometry/Theory | Arithmetic/Commerce | Cosmos/Earth,London_1680–81,,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_utility_practice_application,,,court_state_service_arena; learned_scholarly_arena; pedagogical_school_arena; professional_practical_arena,,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,
elements_only_low_count,split_person,Josias Rihel (?),1,1,0,100.0,Strasbourg,GREEK,4,pre-1550,1,No primary family,Strasbourg_1538,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Juan de la Rocha,1,1,0,100.0,Madrid,SPANISH,2,1650-1699,"5, 7",Geometry/Theory | Visual/Spatial Arts,Madrid_1665,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer; claim_utility_practice_application,,,patronage_prestige_arena; professional_practical_arena,,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,
elements_only_low_count,split_person,Karl Friedrich Hauber,1,1,0,100.0,Berlin,GREEK,8,1700+,1-6,No primary family,Berlin_1824,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Leonardo Achati,1,1,0,100.0,Vicenza,LATIN,2,pre-1550,1–15,No primary family,Vicenza_1491,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Leonardo Fioravanti,1,1,0,100.0,Naples,LATIN,8,1650-1699,1–6,No primary family,Naples_1679,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Li Zhizao,1,1,0,100.0,Beijing,CHINESE,,1600-1649,1–6,Geometry/Theory,Beijing_1629,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Luis Carducci,1,1,0,100.0,Alcala,DUTCH,4,1600-1649,1–6,No primary family,Alcala_1637,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Manoel de Campos,1,1,0,100.0,Lisbon,PORTUGUESE,,1700+,,Geometry/Theory,Lisbon_1735,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,pedagogical_school_arena; religious_institutional_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Marcus Meibom,1,1,0,100.0,Amsterdam,LATIN,4,1650-1699,,Music,Amsterdam_1652,,claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Marin Mersenne (?),1,1,0,100.0,Paris,LATIN,8,1600-1649,1–18,Geometry/Theory,Paris_1626a,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Marinus Neapolitanus,1,1,0,100.0,Basel,LATIN,2,1550-1599,1-15,Geometry/Theory,T4DFPF,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Martinus Erici Gestrinius,1,1,0,100.0,Uppsala,LATIN,,1600-1649,1-6,Geometry/Theory,Uppsala_1642,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Michael,1,1,0,100.0,Leipzig,LATIN,8,1550-1599,,No primary family,4ZSED7,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Moritz Valentin Steinmetz,1,1,0,100.0,Leipzig,LATIN,8,1550-1599,,Geometry/Theory,Leipzig_1577,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_translation_vernacularization_transfer,,,learned_scholarly_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Mårten Strömer,1,1,0,100.0,Uppsala,SWEDISH,,1700+,1-6,Geometry/Theory,Uppsala_1744,,claim_ancient_authority_restoration,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Nasir al-Din al-Tusi,1,1,0,100.0,Rome,ARABIC,2,1550-1599,1-13,No primary family,Rome_1594,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Nienrode,1,1,0,100.0,Utrecht,DUTCH,8,unknown,1-15,Geometry/Theory | Arithmetic/Commerce,Utrecht_n.d,,claim_ancient_authority_restoration,,,learned_scholarly_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Pedro Ambrosio Ondériz,1,1,0,100.0,Madrid,SPANISH,4,1550-1599,,Visual/Spatial Arts,Madrid_1585,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Porpora,1,1,0,100.0,Naples,LATIN,8,1700+,1–6,Geometry/Theory,Naples_1702,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Rodorigo de Zamorano,1,1,0,100.0,Seville,SPANISH,4,1550-1599,1-6,Geometry/Theory,Seville_1576,,claim_ancient_authority_restoration,,,court_state_service_arena; learned_scholarly_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Roland Fréart,1,1,0,100.0,Le Mans,FRENCH,4,1650-1699,,Geometry/Theory | Visual/Spatial Arts,Le_Mans_1663,,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,
elements_only_low_count,split_person,Samuel Klingenstierna,1,1,0,100.0,Uppsala,LATIN,8,1700+,"1-6, 11-12",Geometry/Theory,Uppsala_1741,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Simon Grynaeus,1,1,0,100.0,Basel,GREEK,2,pre-1550,1-15,No primary family,Basel_1533,,claim_augmentation_enrichment_composition,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Simon Marius,1,1,0,100.0,Ansbach,GERMAN,2,1600-1649,1-6,Geometry/Theory,Ansbach_1610,,claim_ancient_authority_restoration; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Thomas Bradwardine,1,1,0,100.0,Paris,LATIN,4,pre-1550,,No primary family,70Q8M8,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Valentin Naboth,1,1,0,100.0,Cologne,LATIN,8,1550-1599,1-15,No primary family,Cologne_1556,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Vincenzio Viviani,1,1,0,100.0,Florence,ITALIAN,12,1650-1699,"1–6, 11–12",Geometry/Theory,Florence_1690,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Vincenzo Flauti,1,1,0,100.0,Naples,ITALIAN,,1700+,1-6,No primary family,Naples_1810,,claim_ancient_authority_restoration; claim_correction_revision_accuracy; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
elements_only_low_count,split_person,Vitale Giordano da Bitonto,1,1,0,100.0,Rome,ITALIAN,2,1650-1699,1-15,Geometry/Theory,Rome_1680,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,
elements_only_low_count,split_person,William Whiston,1,1,0,100.0,Cambridge,LATIN,8,1700+,"1–6, 11-12",No primary family,Cambridge_1703,,claim_ancient_authority_restoration; claim_correction_revision_accuracy; claim_method_demonstration_order; claim_visual_material_aids,,,learned_scholarly_arena; pedagogical_school_arena; religious_institutional_arena,,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
