subject_family,value,classification_key,year,city,language,primary_classes,evidence
Cosmos/Earth,enrichment_addition,Paris_1507,1507,Paris,LATIN,Astronomy,audience: studentium Philosophice Parisiensis ; edition_details: Cum additione (quan-tum necessarium est) adiecta | Nouo commentario nuper edito ; action_verbs: adiecta | edito | illustratus ; enriched_with: Cum additione (quan-tum necessarium est) adiecta | Nouo commentario nuper edito | Cum Compositione Anuli Astronomici Boni Latensis ; institutions: Academie
Cosmos/Earth,enrichment_addition,Strasbourg_1625,1625,Strasbourg,LATIN,Arithmetic | Astronomy | Geography,edition_details: Nunc verò plurimis additionibus aucta ; action_verbs: collecta | digesta | aucta | explicata | declarata | illustrata ; enriched_with: plurimis additionibus aucta | notis explicata | exemplis declarata | figuris illustrata ; educational_authorities_references: JOSEPHI LANGII CAESAREMONTANI
Cosmos/Earth,enrichment_addition,Paris_1521,1521,Paris,LATIN,Astronomy | Instrument Construction,audience: studentium philosophiæ Parisiensis Academiæ ; edition_details: INTRODVCTORIA ADditione (quantum necessarium est) commentarioque | Cum compositione Annuli astronomici Boneti Latensis ; action_verbs: ADditione | illustratus ; enriched_with: INTRODVCTORIA ADditione (quantum necessarium est) commentarioque ; educational_authorities_references: Boneti ; institutions: Parisiensis Academiæ
Cosmos/Earth,enrichment_addition,Paris_1511,1511,Paris,LATIN,Astronomy,audience: studentium Philosophice Parisiensis ; edition_details: Cum additione (quan-  tum necessarium est) adiecta | Nouo commentario nuper edito ; action_verbs: adiecta | nuper edito | illustratus ; enriched_with: Cum additione (quan-  tum necessarium est) adiecta | Nouo commentario nuper edito ; educational_authorities_references: Johannis de Sacrobosco | Boni Latensis ; institutions: Academie
Cosmos/Earth,enrichment_addition,Paris_1500,1500,Paris,LATIN,Astronomy,action_verbs: adiecta | illustratus ; enriched_with: cum additione | adiecta | Nouo commentario nuper coito ; educational_authorities_references: Johannis de Sacro Bosco | Iacobi Lefranc ; institutions: Academie
Cosmos/Earth,restoration_ancient_authority,VWMZ7L,1557,Paris,LATIN,Arithmetic | Astronomy | Music Theory | Theoretical Mathematics,
Cosmos/Earth,community_professional,bib-260,1659,Dordrecht,DUTCH,Astronomy | Instrument Construction | Instrument Use | Practical Geometry,"audience: voor alle kryghs-Officie- ren / Ingenieurs / Coop-lieden / Landt-meeters / Zee-varende en Krygs- sende Lieden / en alle Liefhebbers van Mathematische speculatie ; edition_details: In desen laetsten druck van nieuws overzien, en van merckelijcke fauten ge-   betert, en met verscheyde Voorstellen vermeedert ; action_verbs: overzien | ge- betert | ge-   betert | vermeedert | maken ; enriched_with: Verscheyde Voorstellen | het maken des selven Quadrants"
Cosmos/Earth,community_professional,bib-183,1614,Franeker,DUTCH,Astronomy | Cosmography | Geography | Gnomonics & Horology | Instrument Use | Navigation,"audience: Schippers ende Stuerluyden | alle liefhebbers der selver konst ; action_verbs: Beschreven | Inhoudende ; enriched_with: Mitsgaders een korte ende klare onderrechtinghe van de noodighe konst der Zeevaert | Inhoudende nieu inventie practijcque instrumenten, sonwijse practijken ende teykenen daer toe d ; institutions: Universiteit van Friesland"
Cosmos/Earth,community_professional,bib-257,1694,London,ENGLISH,Arithmetic | Astronomy | Gnomonics & Horology | Mechanics,"audience: Youth (in this Age ; action_verbs: Published | Annex ; enriched_with: a New Series for the speedy Extraction of Roots, and a Converging Series for all manner of affected Equations ; institutions: Mathematick School in Adam’s Court"
Cosmos/Earth,community_professional,bib-107,1661,Oxford,LATIN,Arithmetic | Astronomy | Geography,"audience: Publicis Prælectionibus ; content_description: hoc est GEOMETRIÆ, OPTICÆ, ASTRONOMIÆ, ET GEOGRAPHIÆ ; edition_details: Adjecto indice Capitum Singulorum librorum | In fine accessit brevis Commentatio Nautica ; action_verbs: Adjecto | accessit ; enriched_with: brevis Commentatio Nautica | indice Capitum Singulorum librorum ; institutions: Gymnasio Dantiscano"
Cosmos/Earth,community_professional,London_1680–81,1680/1681,London,ENGLISH,Arithmetic | Astronomy | Cartography | Cosmography | Geography | Navigation | Practical Geometry | Theoretical Mathematics | Trigonometry,"content_description: as also the Eleventh and Twelfth, symbolically demonstrated ; action_verbs: CONTAIN-ING | Composed | demonstrated ; institutions: Royal Foundation of the Mathematical SCHOOL | ROYAL SOCIETY"
Applied Mechanics/Military,clarity_ease,bib-119,1646,Amsterdam,LATIN,Arithmetic | Military Engineering | Practical Geometry | Surveying,"audience: den Landmeters en Ingenieurs | den Land-meters ende Ingenieurs | den Leser ; content_description: Beneffens de Stock-rekenninghe ofte Rabdologia J. Nepperi, cortelick en duydelick | In het welcke Beneffens de Stockrekeninge ofte Rhabdologia I. Neperi, kortelijck ende duydelijck ; edition_details: nieu verrijckt met een nieuwe inventie | De tweede Editie ; action_verbs: verrijckt | gecorrigeert ; enriched_with: nieu verrijckt met een nieuwe inventie om alle ronde vatten hare wanhgheden af te pegelen ; educational_authorities_references: J. Nepperi | I. Neperi"
Applied Mechanics/Military,clarity_ease,Paris_1626,1626,Paris,FRENCH,Military Engineering | Theoretical Mathematics,"audience: Vtiles à ceux qui se veulent seruir proprement des Mathematiques, & de la Philosophie ; content_description: d’Euclides, d’Archimedes, de Proclus, de Sacrobosco, & d’Aristote"
Applied Mechanics/Military,utility_use,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Applied Mechanics/Military,utility_use,35H84Y,1642,Bologna,LATIN,Mechanics,"audience: Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus ; action_verbs: traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus ; enriched_with: noua pleraque Machinamenta ad vsus eximios traducta | facillimis demonstrationibus confirmata | curiosissimis inuentis refertum | figurarum æreis formis cusarum numerosa | speciosa ; institutions: Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio"
Applied Mechanics/Military,utility_use,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Applied Mechanics/Military,utility_use,bib-150,1598,London,ENGLISH,Military Engineering,content_description: VVHEREIN IS DECLARED THE NEGLECT OF Martiall discipline: the inconuenience thereof: the imperfections of manie training Captaines: a redresse by due regard had: the fittest weapons ; action_verbs: Discoursed | VVritten | Comprehended ; enriched_with: with figures and Tables to the same | with sundrie other martiall points
Applied Mechanics/Military,utility_use,ustc-18,1613,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE ; content_description: Auquel eft traité De l'Arithmetique militaire; con£lru£Hon des tables des Sinus, Tou- chantes & Coupantes; Doctrine des Triangles Rectilignes ; prati- que de diuers Problermes Geom ; edition_details: PREMIER VOLVME ; action_verbs: RECVEILLIS | DRESSEZ ; enriched_with: feruans d'explication & augmentation ; educational_authorities_references: Mon- fieur Errard"
Applied Mechanics/Military,correction_revision,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Applied Mechanics/Military,correction_revision,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Applied Mechanics/Military,correction_revision,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,"audience: for the profession of a Souldier ; content_description: Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebraicall, and Art of Num- bers Cossicall, as are requisit ; edition_details: reuiwed and corrected by the author him selfe | augmented with sundry additions | First published by Thomas Digges Esquire Anno Salutis 1579 ; action_verbs: augmented | reuiwed | corrected | published ; enriched_with: sundry additions"
Applied Mechanics/Military,correction_revision,bib-117,1630,Amsterdam,LATIN,Architecture | Military Engineering | Perspective,"content_description: traitans DE GEOMETRIE, PERSPECTIVE, ARCHITECTURE, ET FORTIFICATION ; edition_details: Van nieuws oversien ende verbeteret | Beschreven en voor oogen gestelt | nouueau Reueüe, Augmentée, et Corrigée ; action_verbs: Beschreven | voor oogen gestelt | oversien | verbeteret | Reueüe | Augmentée | Corrigée"
Applied Mechanics/Military,correction_revision,ustc-40,1627,Paris,FRENCH,Arithmetic | Mechanics,"edition_details: QVATRIEME EDITION | Augmente'e de plvsiears beaux Problem.es, & de quelqves nottes servant a l'intelligence des choses difficiles & obscures, auec la correction d'un grand nombre d ; action_verbs: Augmente'e ; enriched_with: quelqves nottes servant a l'intelligence des choses difficiles & obscures | la correction d'un grand nombre de fautes & erreurs"
Applied Mechanics/Military,novelty_invention,35H84Y,1642,Bologna,LATIN,Mechanics,"audience: Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus ; action_verbs: traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus ; enriched_with: noua pleraque Machinamenta ad vsus eximios traducta | facillimis demonstrationibus confirmata | curiosissimis inuentis refertum | figurarum æreis formis cusarum numerosa | speciosa ; institutions: Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio"
Applied Mechanics/Military,novelty_invention,bib-150,1598,London,ENGLISH,Military Engineering,content_description: VVHEREIN IS DECLARED THE NEGLECT OF Martiall discipline: the inconuenience thereof: the imperfections of manie training Captaines: a redresse by due regard had: the fittest weapons ; action_verbs: Discoursed | VVritten | Comprehended ; enriched_with: with figures and Tables to the same | with sundrie other martiall points
Applied Mechanics/Military,novelty_invention,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,"audience: for the profession of a Souldier ; content_description: Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebraicall, and Art of Num- bers Cossicall, as are requisit ; edition_details: reuiwed and corrected by the author him selfe | augmented with sundry additions | First published by Thomas Digges Esquire Anno Salutis 1579 ; action_verbs: augmented | reuiwed | corrected | published ; enriched_with: sundry additions"
Applied Mechanics/Military,novelty_invention,bib-257,1694,London,ENGLISH,Arithmetic | Astronomy | Gnomonics & Horology | Mechanics,"audience: Youth (in this Age ; action_verbs: Published | Annex ; enriched_with: a New Series for the speedy Extraction of Roots, and a Converging Series for all manner of affected Equations ; institutions: Mathematick School in Adam’s Court"
Applied Mechanics/Military,novelty_invention,bib-250,1694,Paris,FRENCH,Arithmetic | Cosmography | Gnomonics & Horology | Mechanics,"content_description: Plusieurs Problêmes d’Arithmetique, de Geome- trie, d’Optique, de Gnomonique, de Cosmo- graphie, de Mecanique, de Pyrotechnié, & de Physique"
Applied Mechanics/Military,translation_language,YPQYIR,1565,Paris,FRENCH,Mechanics,content_description: du leger & du pesant ; action_verbs: TRADVICT | COMMEN-  té | traduit | com- menté | intitu- lé ; institutions: l'V-  niuerfité de Paris
Applied Mechanics/Military,translation_language,MorisS-21-9,1638,Paris,FRENCH,Mechanics,"content_description: la proportion des Mou- uemens, tant Naturels, que Violents, & de  tout ce qu’il y a de plus subtil dans les Me- chaniques & dans la Phisique ; action_verbs: Traduit ; origin_language: d’Italien ; destination_language: en François"
Applied Mechanics/Military,demonstration_method,bib-150,1598,London,ENGLISH,Military Engineering,content_description: VVHEREIN IS DECLARED THE NEGLECT OF Martiall discipline: the inconuenience thereof: the imperfections of manie training Captaines: a redresse by due regard had: the fittest weapons ; action_verbs: Discoursed | VVritten | Comprehended ; enriched_with: with figures and Tables to the same | with sundrie other martiall points
Applied Mechanics/Military,demonstration_method,bib-99,1697,Nuremberg,GERMAN,Architecture | Construction | Military Engineering | Practical Geometry | Surveying | Theoretical Mathematics,audience: jedermanns ; action_verbs: aufgesetzt | zusammen getragen ; enriched_with: mit gehörigen Figuren
Applied Mechanics/Military,demonstration_method,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,"audience: for the profession of a Souldier ; content_description: Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebraicall, and Art of Num- bers Cossicall, as are requisit ; edition_details: reuiwed and corrected by the author him selfe | augmented with sundry additions | First published by Thomas Digges Esquire Anno Salutis 1579 ; action_verbs: augmented | reuiwed | corrected | published ; enriched_with: sundry additions"
Applied Mechanics/Military,demonstration_method,bib-257,1694,London,ENGLISH,Arithmetic | Astronomy | Gnomonics & Horology | Mechanics,"audience: Youth (in this Age ; action_verbs: Published | Annex ; enriched_with: a New Series for the speedy Extraction of Roots, and a Converging Series for all manner of affected Equations ; institutions: Mathematick School in Adam’s Court"
Applied Mechanics/Military,demonstration_method,ustc-40,1627,Paris,FRENCH,Arithmetic | Mechanics,"edition_details: QVATRIEME EDITION | Augmente'e de plvsiears beaux Problem.es, & de quelqves nottes servant a l'intelligence des choses difficiles & obscures, auec la correction d'un grand nombre d ; action_verbs: Augmente'e ; enriched_with: quelqves nottes servant a l'intelligence des choses difficiles & obscures | la correction d'un grand nombre de fautes & erreurs"
Applied Mechanics/Military,enrichment_addition,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Applied Mechanics/Military,enrichment_addition,35H84Y,1642,Bologna,LATIN,Mechanics,"audience: Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus ; action_verbs: traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus ; enriched_with: noua pleraque Machinamenta ad vsus eximios traducta | facillimis demonstrationibus confirmata | curiosissimis inuentis refertum | figurarum æreis formis cusarum numerosa | speciosa ; institutions: Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio"
Applied Mechanics/Military,enrichment_addition,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Applied Mechanics/Military,enrichment_addition,bib-150,1598,London,ENGLISH,Military Engineering,content_description: VVHEREIN IS DECLARED THE NEGLECT OF Martiall discipline: the inconuenience thereof: the imperfections of manie training Captaines: a redresse by due regard had: the fittest weapons ; action_verbs: Discoursed | VVritten | Comprehended ; enriched_with: with figures and Tables to the same | with sundrie other martiall points
Applied Mechanics/Military,enrichment_addition,ustc-18,1613,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE ; content_description: Auquel eft traité De l'Arithmetique militaire; con£lru£Hon des tables des Sinus, Tou- chantes & Coupantes; Doctrine des Triangles Rectilignes ; prati- que de diuers Problermes Geom ; edition_details: PREMIER VOLVME ; action_verbs: RECVEILLIS | DRESSEZ ; enriched_with: feruans d'explication & augmentation ; educational_authorities_references: Mon- fieur Errard"
Applied Mechanics/Military,restoration_ancient_authority,Paris_1626,1626,Paris,FRENCH,Military Engineering | Theoretical Mathematics,"audience: Vtiles à ceux qui se veulent seruir proprement des Mathematiques, & de la Philosophie ; content_description: d’Euclides, d’Archimedes, de Proclus, de Sacrobosco, & d’Aristote"
Applied Mechanics/Military,community_professional,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE Françoiſe ; content_description: Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑per ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées  ; action_verbs: reueuë | corrigée | augmentée ; enriched_with: d’explication & augmentation | vne brieue instruction ; educational_authorities_references: Monſieur Errard ; destination_language: Françoiſe"
Applied Mechanics/Military,community_professional,35H84Y,1642,Bologna,LATIN,Mechanics,"audience: Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus ; action_verbs: traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus ; enriched_with: noua pleraque Machinamenta ad vsus eximios traducta | facillimis demonstrationibus confirmata | curiosissimis inuentis refertum | figurarum æreis formis cusarum numerosa | speciosa ; institutions: Coll. Tridentino Soc. Iesu | Parmensi Gymnasio Philosophiæ Mathematicæ | Parmensi Gymnasio"
Applied Mechanics/Military,community_professional,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE FRANÇOISE ; content_description: De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometriques ; Dimeſon des ; edition_details: SECONDE EDITION, reueuë, corrigée & augmentée en diuers en droicts ; & meſme d'vn traicté entier, contenant vne briefve inconſtr tion pour conſtruire les fortifications pées aux pa ; action_verbs: reueuë | corrigée | augmentée"
Applied Mechanics/Military,community_professional,bib-150,1598,London,ENGLISH,Military Engineering,content_description: VVHEREIN IS DECLARED THE NEGLECT OF Martiall discipline: the inconuenience thereof: the imperfections of manie training Captaines: a redresse by due regard had: the fittest weapons ; action_verbs: Discoursed | VVritten | Comprehended ; enriched_with: with figures and Tables to the same | with sundrie other martiall points
Applied Mechanics/Military,community_professional,ustc-18,1613,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,"audience: EN FAVEVR DE LA NOBLESSE ; content_description: Auquel eft traité De l'Arithmetique militaire; con£lru£Hon des tables des Sinus, Tou- chantes & Coupantes; Doctrine des Triangles Rectilignes ; prati- que de diuers Problermes Geom ; edition_details: PREMIER VOLVME ; action_verbs: RECVEILLIS | DRESSEZ ; enriched_with: feruans d'explication & augmentation ; educational_authorities_references: Mon- fieur Errard"
Music,utility_use,MorisS-21-2,1627,Paris,FRENCH,Music Theory,"content_description: Où est contenu la Musique Theorique & Pratique des Anciens & Modernes, auec les causes de ses effets ; action_verbs: Enrichie ; enriched_with: Enrichie de Raisons prises de la Philosophie, & des Mathematiques"
Music,translation_language,Paris_1557b,1557,Paris,"GREEK, LATIN",Music Theory,content_description: Τοῦ αὐτοῦ κατατομὴ κανόνος | Eiusdem sectio regulæ harmonicæ ; edition_details: ac nunc primùm Graecè & Latinè excusa ; action_verbs: desumpta | excusa ; destination_language: Graecè | Latinè ; institutions: Regia bibliotheca
Music,translation_language,Amsterdam_1652,1652,Amsterdam,LATIN,Music Theory,action_verbs: Restiuit | explicavit ; enriched_with: Notis ; origin_language: GRÆCE | LATINE ; destination_language: GRÆCE | LATINE
Music,translation_language,Paris_1566b,1566,Paris,FRENCH,Music Theory,action_verbs: traduit
Music,enrichment_addition,bib-259,1591,Tours,LATIN,Arithmetic | Music Theory | Theoretical Mathematics,audience: In usum studiosæ Iuventutis Academiæ Turonensis Societ. Iesv ; edition_details: Accessit in hac ultima editione singulorum librorum ; action_verbs: Accessit ; institutions: Academiæ Turonensis Societ
Music,enrichment_addition,XHZ2XV,1592,Tournon,LATIN,Arithmetic | Music Theory | Practical Geometry,audience: studiosæ Iuventutis Academiæ Turnoniæ ; edition_details: in hac vltima editione ; action_verbs: Accessit | interprete ; enriched_with: Accessit | percommoda distributio ; institutions: Academiæ Turnoniæ Societ. IESV
Music,enrichment_addition,Amsterdam_1652,1652,Amsterdam,LATIN,Music Theory,action_verbs: Restiuit | explicavit ; enriched_with: Notis ; origin_language: GRÆCE | LATINE ; destination_language: GRÆCE | LATINE
Music,restoration_ancient_authority,Paris_1557b,1557,Paris,"GREEK, LATIN",Music Theory,content_description: Τοῦ αὐτοῦ κατατομὴ κανόνος | Eiusdem sectio regulæ harmonicæ ; edition_details: ac nunc primùm Graecè & Latinè excusa ; action_verbs: desumpta | excusa ; destination_language: Graecè | Latinè ; institutions: Regia bibliotheca
Music,restoration_ancient_authority,VWMZ7L,1557,Paris,LATIN,Arithmetic | Astronomy | Music Theory | Theoretical Mathematics,
Music,community_professional,bib-259,1591,Tours,LATIN,Arithmetic | Music Theory | Theoretical Mathematics,audience: In usum studiosæ Iuventutis Academiæ Turonensis Societ. Iesv ; edition_details: Accessit in hac ultima editione singulorum librorum ; action_verbs: Accessit ; institutions: Academiæ Turonensis Societ
Music,community_professional,XHZ2XV,1592,Tournon,LATIN,Arithmetic | Music Theory | Practical Geometry,audience: studiosæ Iuventutis Academiæ Turnoniæ ; edition_details: in hac vltima editione ; action_verbs: Accessit | interprete ; enriched_with: Accessit | percommoda distributio ; institutions: Academiæ Turnoniæ Societ. IESV
