title_page_key,classification_key,is_reprint_nonrepresentative,cluster_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
bib-226,bib-226,False,,"A help to calculation. Or Two tables: the one of decimal numbers, and the other of their logarithmes, for the ready converting of sexagenary tables into decimal, and the contrary. And for the finding of the part proportional in all sexagenary tables. As also tables of declination, right and oblique ascensions, ascensional difference, and other tables of the primum mobile, for the speedy and exact erecting of a figure: in all which the use of the former tables",1657,London,ENGLISH,John Newton,Joseph Moxon,,,3137342,,,Arithmetic | Astronomy,,,2,0,0,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-227,bib-227,False,,,1700,"Paris, Brussels",FRENCH,Claude Comiers,George de Backer,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-228,bib-228,False,,"Pratique curieuse, ou les Oracles des sibylles sur chaque question proposée",1698,Paris,FRENCH,Claude Comiers,Michel Brunet,,,6110162,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-229,bib-229,False,,"Pratique curieuse, ou les oracles des Sibylles, sur chaque question proposée",1694,Lyon,FRENCH,Claude Comiers,Hilaire Baritel,,,6165535,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-23,bib-23,False,,,1556,Venice,ITALIAN,Niccolò Tartaglia,Curzio Troiano,,,,,False,Arithmetic,Theoretical Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
bib-230,bib-230,False,,"Pratique curieuse, ou les Oracles des sibylles, sur chaque question proposée, tirée des manuscrits de la bibliothèque",1694,Paris,FRENCH,Claude Comiers,Michel Brunet,,,6103042,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-231,bib-231,False,,"Pratique curieuse, ou Les oracles des sibylles tirée des manuscrits de la biblotheque de mr. Comiers",1694,The Hague,FRENCH,Claude Comiers,Abraham Troyel,,,1838602,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-232,bib-232,False,,Rudimenta arithmetices,1527,Nuremberg,LATIN,"Johannes Wolf, Sebald Heyden",Friedrich Peypus,,,691615,"Specified in source"" referenced this as the link for some reason or by mistake: https://makingscience.royalsociety.org/items/clp_25/classified-papers-volume-25-concerning-politics-and-trades
bib-233,""Traite de la parole, langue et ecritures contenant la steganographie impenetrable",,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-234,bib-234,False,,"Mathematical elements, in III parts. The first being a discourse of practical geometry, the three parts of continued quantity lines, planes, and solids. The second a description and use of the coelestial and terrestrial globes. The third the delineation of the globe upon t plain of any great circle, according to the stereographick, or circular projection. By John Newton. M.A.",1660,London,ENGLISH,John Newton,"Robert Leybourne, William Leybourne",,,3075243,,,Astronomy | Cartography | Geography | Practical Geometry,Instrument Use | Theoretical Mathematics,,4,2,0,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated
bib-235,bib-235,False,,,1702,London,ENGLISH,William Jones,J. Matthews,,,,,,Astronomy | Instrument Use | Navigation | Theoretical Mathematics | Trigonometry,,Practical Geometry,5,0,1,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unknown,unrelated,primary,primary
bib-236,bib-236,False,,,1654,London,ENGLISH,John Newton,"Robert Leybourne, William Leybourne",,,,,,Practical Geometry | Trigonometry,Arithmetic | Astronomy | Gnomonics & Horology | Navigation,,2,4,0,unrelated,secondary,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,primary,unrelated,unrelated,primary
bib-237,bib-237,False,,"The works of Edmund Gunter: containing the description and use of the sector, cross-staff, bow, quadrant, and other instruments. With a canon of artificial sines and tangents to a radius of 10.00000 parts, and the logarithms from an unite to 10000: the uses whereof are illustrated in the practice of arithmetick, geometry, astronomy, navigation, dialling, and fortification. And some questions in navigation added by Mr. Henry Bond, teacher of mathematicks in",1673,London,ENGLISH,"William Leybourn, Edmund Gunter",Andrew Clark,,,3090477,,,Instrument Use | Trigonometry,Arithmetic | Astronomy | Gnomonics & Horology | Military Engineering | Navigation | Practical Geometry | Theoretical Mathematics,Instrument Construction,2,7,1,unrelated,secondary,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unknown,primary,unrelated,secondary,unrelated,secondary,unrelated,secondary,unrelated,secondary,primary
bib-238,bib-238,False,,,1716,Paris,FRENCH,Nicolas Bion,Boudot,,,,,,Instrument Construction | Instrument Use,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-239,bib-239,False,,Ayn new kunstlich buech welches gar gewiß und behend lernet nach der gemainen regel detre welschen practic regeln falsi und etlichen regeln cosse mancherlay schoene und zuwissen notuerfftig rechnug auff kauffmanschafft gemacht auff der loeblichen hoen schul zu Wien in Osterreich,1521,Nuremberg,GERMAN,Heinrich Schreiber,Johann Stuchs,,,614997,"Specified in source"": (page 9 includes a woodcut that needs to be added in addition)
bib-240,,,1623,Nuremberg,GERMAN,Andreas Albrecht,,,,,
bib-241,,,1634,Nuremberg,GERMAN,Andreas Albrecht,Simon Halbmayer,,,,
bib-242,,,1670,Nuremberg,GERMAN,Andreas Albrecht,Paulus Fürst,,,,
bib-246,""Somma di arithmetica, geometria, proporzioni e proporzionalità . Prelim: Fa. Pompilius: Epigramma ad lectorem. Giorgio Sommariva: Epigramma ad auctorem (I, II)",True,Commercial Mathematics | Practical Geometry,Music Theory,Arithmetic | Astronomy | Instrument Use,2,1,3,unrelated,unknown,unknown,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,secondary,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-24,bib-24,False,,,1575,Bordeaux,LATIN,Elie Vinet,Simon Millanges,,,,,True,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
bib-247,bib-247,False,,,1484,Venice,ITALIAN,Pietro Borghi,Erhard Ratdolt,,,,"from:
https://ilovetypography.com/2019/03/14/the-first-printed-math-books/
Considered the second oldest math textbook; best-seller - 17 editions ; by Pietro Borghi. ; 1st ed. Printed Erhard Ratdolt in Venice",False,Arithmetic | Commercial Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-248,bib-248,False,,Aritmetica,1491/1492,Florence,ITALIAN,Filippo Calandri,"Lorenzo Morgiani, Johann Petri",,,996427,,True,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-25,bib-25,False,,,1577,Bordeaux,FRENCH,Elie Vinet,Simon Millanges,,,,,True,Practical Geometry | Surveying,,Instrument Use,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-250,bib-250,False,,,1694,Paris,FRENCH,Jacques Ozanam,Jean Jombert,,,,,,Arithmetic | Cosmography | Gnomonics & Horology | Mechanics,,,4,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-251,bib-251,False,,"De fixis stellis commentarius tabulae bergenses aequabilis et adparentis motus orbium coelestium. Ad illustrissimum principem D. Robertum de bergis, leodii episcopum per Joannem stadium, regium et ducis sabaudiae mathematicum. Quae decem canonibus ad omnium seculorum memoriam planetarum et siderum vera loca cum observationum historiis congruentia suppeditant. Item de fixis stellis commentarius",1560,Cologne,LATIN,Johannes Stadius,Birckmann,,1,695966,Astronomy book; Mainly tables; Johannes Stadius; Paratext might be interesting;,False,Astronomy,,,1,0,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-252,bib-252,False,,,1570,,LATIN,Johannes Stadius,,,,,,False,Astronomy,,Instrument Use | Practical Geometry,1,0,2,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
bib-253,bib-253,False,,,1583,Lyon,LATIN,Johannes Stadius,"Q. Philip Tinghi, Symphorian Beraud, Stephen Michael",,,,,True,Astronomy,,Practical Geometry,1,0,1,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
bib-254,bib-254,False,,,1591,Cologne,LATIN,Michaël Eytzinger,Godefridus Kempensis,,,,"A history book that defines the principles of Ahnentafel, a genealogical numbering system, still in use today; Michaël Eytzinger;",,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-255,bib-255,False,,Cosmographia,1574,Cologne,LATIN,"Petrus Apianus, Gemma Frisius",Birckmann,,,,"Petrus Apianus; Gemma Frisius; Cosmography; Seems to be more high brow; Incredible woodcuts;
https://referenceworks.brill.com/display/entries/CPO/cp011050.xml",True,Cosmography,Navigation,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated
bib-256,bib-256,False,,,1677,London,ENGLISH,Henry Phillippes,Andrew Clark,,,,"A math manual, with logarithm tables explained and Applied in arithmetics, geometry, astronomy, geography, surveying, navigation, dialing, gunnery, and gauging; I added a different book by the same author: https://live-schrire.pantheonsite.io/node/1485

",,Trigonometry,Arithmetic | Astronomy | Geography | Gnomonics & Horology | Military Engineering | Navigation | Practical Geometry | Surveying,,1,8,0,unrelated,secondary,secondary,unrelated,unrelated,unrelated,unrelated,secondary,secondary,unrelated,unrelated,unrelated,secondary,unrelated,secondary,unrelated,secondary,secondary,unrelated,primary
bib-257,bib-257,False,,,1694,London,ENGLISH,William Leybourn,"Richard Baldwin, John Dunton",,,,"William Leybourn; A book of “recreations” (in this context: puzzles, many of them of mathematical nature); An algebraic treatise added to the book",,Arithmetic | Astronomy | Gnomonics & Horology | Mechanics,Theoretical Mathematics,Practical Geometry,4,1,1,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,secondary,unrelated
bib-258,bib-258,False,,,1585,Leiden,DUTCH,Simon Stevin,Christophe Plantin,,,,https://en.wikipedia.org/wiki/De_Thiende,True,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-259,bib-259,False,,"Michaelis Pselli Arithmetica, musica et geometria",1591,Tours,LATIN,Elie Vinet,Claude Michael,,1,,"Arithmetics, geometry and music textbook;",True,Arithmetic | Music Theory | Theoretical Mathematics,,Practical Geometry,3,0,1,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unknown,unrelated,primary,unrelated
bib-26,bib-26,False,,,1568,Venice,ITALIAN,Leon Battista Alberti,Francesco de Franceschi,,,,,True,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-260,bib-260,False,,,1659,Dordrecht,DUTCH,Mattheus van Nispen,Mattheus van Nispen,,,,Astronomy; Seems quasi-interesting; Mattheus van Nispen; Title: Astronomisch en geometrisch quadrant,,Astronomy | Instrument Construction | Instrument Use | Practical Geometry,Surveying,Navigation,4,1,1,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unknown,unrelated,primary,secondary,unrelated,unrelated
bib-261,bib-261,False,,,1683,London,ENGLISH,Joseph Moxon,Joseph Moxon,,,,"Mechanick exercises, or, The doctrine of handy-works : applied to the art of printing",,Mechanics,,Instrument Construction | Instrument Use,1,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unknown,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-262,bib-262,False,,,1582,Antwerp,FRENCH,Gemma Frisius,Jean Withage,,,,,True,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-263,bib-263,False,,L'arithmetique par les gects,1558,Paris,FRENCH,Pierre Forcadel,"Benoît Prévost, Guillaume Cavellat",,,23232,https://catalogue.bnf.fr/ark:/12148/cb30449051z,,Arithmetic,,Commercial Mathematics,1,0,1,unrelated,primary,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-264,bib-264,False,,"Livre d'arithmetique: contenant plusieurs belles questions et demandes, propres et utiles à tous ceux qui hantent la trafique de marchandise. Ensemble une ample declaration sur le fait des changes",1573,Antwerp,FRENCH,"Valentin Mennher, Michel Coignet",Jean Waesberghe,,1,75745,,False,Arithmetic | Commercial Mathematics | Trigonometry,Practical Geometry,,3,1,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,primary
bib-265,bib-265,False,,,1609,Rotterdam,FRENCH,Valentin Mennher,Jean Waesberghe,,,,,,Arithmetic | Commercial Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-266,bib-266,False,,Arithmetique de M. Valentin Mennher,1563,Antwerp,FRENCH,Valentin Mennher,Gilles Copenius,,1,,,False,Arithmetic,Commercial Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-267,bib-267,False,,,1651,Paris,FRENCH,Pierre Mallet,Pierre Mallet,,,,,,Arithmetic,Astronomy | Construction | Practical Geometry | Surveying | Trigonometry,,1,5,0,unrelated,primary,secondary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,secondary,unrelated,secondary
bib-268,bib-268,False,,"Opera matematica, ou oeuures mathematiques, traictans de geometrie, perspective, architecture et fortification Ausquels sont aioints les fondaments de la perspective & architecture",1625,Amsterdam,FRENCH,Samuel Marolois,Johannes Jansz,,,1009154,,,Architecture | Military Engineering | Perspective,,,3,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
bib-269,bib-269,False,,L'arithmetique,1625,Leiden,FRENCH,"Simon Stevin, Albert Girard",Elzevir,,,1011749,,,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-27,bib-27,False,,,1565,Venice,ITALIAN,Leon Battista Alberti,Francesco de Franceschi,,,,,True,Architecture,,Instrument Use | Practical Geometry,1,0,2,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
bib-270,bib-270,False,,,1668,Vlissingen,DUTCH,Cornelis Francoiszoon Eversdijck,Jacob Lambrechtz,,,,,,Arithmetic | Commercial Mathematics,,Practical Geometry | Theoretical Mathematics,2,0,2,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unknown,unrelated
bib-271,bib-271,False,,,1645,Middelburg,DUTCH,Johan Coutereels,Geeraert Moulert,,,,,,Arithmetic,Theoretical Mathematics | Trigonometry,,1,2,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,secondary
bib-272,bib-272,False,,,1654,Paris,FRENCH,Blaise Francois Pagan,Cardin Besongne,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-273,bib-273,False,,,1685,Amsterdam,FRENCH,Alain Manesson Mallet,"Gilles Jansz, Jan Jansz",,,,,,Construction | Military Engineering,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-274,bib-274,False,,,1607,Padua,LATIN,Baldassarre Capra,"Pietro Paolo Tozzi, Lorenzo Pasquato",,,,,,Instrument Construction | Instrument Use | Practical Geometry,,,3,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-275,bib-275,False,,,1623,Franeker,LATIN,Adriaan Metius,Ulrich Dominicus Balck,,,,,,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-276,bib-276,False,,"Procli Diadochi Lycii philosophi platonici ac mathematici probatissimi In primum Euclidis Elementorum librum commentariorum ad vniuersam mathematicam disciplinam principium eruditionis tradentium libri IIII. A Francisco Barocio patritio Veneto summa opera, cura, ac diligentia cunctis mendis expurgati: scholiis, & figuris, quae in graeco codice omnes desiderabantnr [!] aucti: primùm iam Romanae linguae venustate donati, et nunc recèns editi. Cum catalogo deorum, & virorum illustrium, atque autorum ... & indice locupleti notabilium omnium in opere contentorum",1560,Padua,LATIN,Francesco Barozzi,Gracioso Perchacino,2,1,851416,,True,Practical Geometry | Theoretical Mathematics,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated
bib-277,bib-277,False,,,1514,Augsburg,GERMAN,Jacob Koebel,Öglin,,,,,True,Arithmetic | Commercial Mathematics,,Practical Geometry,2,0,1,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
bib-278,bib-278,False,,,1527,Augsburg,GERMAN,Adam Ries,Peypus,,,,,True,Arithmetic | Commercial Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-279,bib-279,False,,"Logistikēlogia, or Arithmetick surveighed and reviewed: in four books. Viz. 1 book 1 part intergers. 2 part fractions. 2 book 1 part geodæticals. 2. part figurals 3 book 1 part decimals. 2 part astronomicals. 3 part logarithmes. 4 part coffics. 5 part surds. 6 part species. 4 book 1 part ratios. 2 part proportions disjunct. 3 part proportions continued. 4 part Æquations. Wherein the nature of numbers absolutely abstract, generally and specially contract,",1696,London,ENGLISH,Samuel Jeake,"Walter Kettilby, Richard Mount",,,3133834,"ΛΟΓΙΣΤΙΚΗΛΟΓΙΑ is Greek for ""Logistike Logia"" meaning ""The Art/Science of Calculation"" or ""Arithmetical Reasoning.""",,Arithmetic,Astronomy | Practical Geometry | Theoretical Mathematics,Surveying | Trigonometry,1,3,2,unrelated,primary,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unknown,secondary,unknown
bib-28,bib-28,False,,,1576,Paris,FRENCH,Jacques Androuet du Cerceau,Mamert Patisson,,,,,True,Perspective,Trigonometry,Architecture | Instrument Use | Practical Geometry,1,1,3,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated,secondary
bib-280,bib-280,False,,La fortification reduicte en art,1600,Paris,FRENCH,Jean Errard,,,,53108,,True,Construction | Military Engineering,Architecture | Practical Geometry,Instrument Use,2,2,1,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
bib-281,bib-281,False,,,1706,London,ENGLISH,William Jones,J. Matthews,,,,,,Arithmetic | Practical Geometry,Commercial Mathematics | Mechanics | Military Engineering | Perspective | Theoretical Mathematics,,2,5,0,unrelated,primary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,secondary,unrelated,unrelated,secondary,primary,unrelated,secondary,unrelated
bib-282,bib-282,False,,l'art d'arithmetique,1563,Paris,FRENCH,Claude de Boissière,Guillaume Cavellat,,1,,,True,Arithmetic,Practical Geometry,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
bib-283,bib-283,False,,,1603,London,ENGLISH,Humfrey Baker,Thomas Purfoot,,,,,False,Arithmetic,Commercial Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-284,bib-284,False,,,1687,London,ENGLISH,"Humfrey Baker, Henry Phillippes","J. Richardson, William Thackery",,,,,,Arithmetic,Commercial Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-285,bib-285,False,,,1564,London,ENGLISH,Humfrey Baker,"Henry Denham, James Rowbothum",,,,,False,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-29,bib-29,False,,,1582,Paris,FRENCH,Jacques Androuet du Cerceau,,,,,,False,Architecture | Construction,,,2,0,0,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-3,bib-3,False,ROG81T,Petit traicte de geometrie et d'horologiographie pratique,1562,Paris,FRENCH,Jean Bullant,"Guillaume Cavellat, Fleury Prévost",,,23239,,,Gnomonics & Horology | Instrument Construction | Practical Geometry,,,3,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-30,bib-30,False,,"Geometriae, Theoricae Et Practicae. XII. Bücher: Inn welchen die Geometrischen Fundament Euclidis, unnd der selben gebrauch, auff das kürtzest, unnd leichtest, als in einem Handbuch beschriben werden ; Allen Baw- und Kriegs verstendigen, Feldmessern, und",1627,Zurich,GERMAN,Johann Ardüser,Johann Jakob Bodmer,,,2046300,,,Practical Geometry | Theoretical Mathematics,Construction | Military Engineering | Surveying,,2,3,0,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,primary,secondary,primary,unrelated
bib-31,bib-31,False,,"Geometriae Theoricae Et Practicae Oder Von dem Feldmässen 14. Bücher: In welchen die Fundament Euclidis und derselbigen gebrauch, im abmässen und visieren aller Längen, Flächen und Cörpern: mit dem Feld-Wein-Treit und Gwichtruhten begriffen ; Allen so sic",1646,Zurich,GERMAN,Johann Ardüser,Johann Jakob Bodmer,,,2102714,,,Instrument Use | Practical Geometry | Surveying | Theoretical Mathematics,Construction,,4,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated
