letter_number,letter_name,page_number,volume
734,"J.-B. Baliani, à Gênes, à Mersenne, à Paris, 15 avril 1639",379,vol_8
735,"J.-A. Ban, à Haarlem, à Mersenne, à Paris, 17 avril (1639)",384,vol_8
736,"J. Aretius, à Londres, à Mersenne, à Paris, 25 avril 1639",402,vol_8
737,"R. Descartes, à (Santpoort), à Mersenne, à Paris, 30 avril 1639",407,vol_8
738,"R. Descartes, à Santpoort, à Fl. Debeaune, à Blois (30 avril 1639)",420,vol_8
739,"R. Descartes, à Santpoort, à G. Desargues, à Paris (30 avril )1639",424,vol_8
740,"G. Wendelin, à Herck, à Const. Huygens, au fort de Voorne, 1er juin 1639",426,vol_8
741,"Le P. Kircher, à Rome, à P. Gassend, à Digne, 2 juin 1639",427,vol_8
742,"Cl. Guiraud, à Nîmes, à S. Sorbiere, à Paris, 6 juin 1639",429,vol_8
743,"G. Voët, à Utrecht, à Mersenne, à Paris, 8 juin 1639",432,vol_8
744,"J.-B. Doni, à Rome, à Mersenne, à Paris, 17 juin 1639",437,vol_8
745,"Fl. Debeaune, à Blois, à Boulliaud, à Paris, 18 juin 1639",441,vol_8
746,"Descartes, à (Santpoort), à Mersenne, à Paris, 19 juin 1639",447,vol_8
747,"J. van Beverwyck, à Dordrecht, à Mersenne, à Paris, 27 juin 1639",458,vol_8
748,"J.-A. Ban, à Haarlem, à J.-B. Doni, à Rome, 1er juillet 1639",461,vol_8
749,"C. Huygens, devant Philippine, à V. Conrart, à Paris, 2 juillet (1639)",464,vol_8
750,"J. Mochinger, à Dantzig, à J. Kurtzmann, à Breslau, 8 juillet 1639",465,vol_8
751,"S. Sorbiere, à Paris, à Cl. Guiraud, à Nîmes, 22 juillet 1639",466,vol_8
752,"J. de Beaugrand, à Paris, à G. Desargues, à Paris, 25 juillet 1639",470,vol_8
753,"Mersenne, à Paris, à Herbert de Cherbury, à Londres, 7 août 1639",475,vol_8
754,"Mersenne, à Paris, à Hugo de Groot, à Paris, (13 août 1639)",479,vol_8
755,"Mersenne, à Paris, à Hugo de Groot, à Paris, 14 août (1639)",482,vol_8
756,"Const. Huygens, à Rijnsberck, à A. M. van Schuurman, à Utrecht, 26 août 1639",484,vol_8
757,"Const. Huygens, à Rijnsberck, à J.-A. Ban, à Haarlem, 26 août 1639",486,vol_8
758,"Const. Huygens, à Rijnsberck, à J. van Beverwyck, à Dordrecht, 26 août 1639",488,vol_8
759,"Const. Huygens, à Rijnsberck, à Mersenne, à Paris, 26 août 1639",490,vol_8
760,"Descartes, à (Santpoort), à Mersenne, à Paris, 27 août 1639",495,vol_8
761,"Mersenne, à Paris, à J. van Beverwyck, à Dordrecht, 1er septembre 1639.",501,vol_8
762,"Le P. Lhomme, à Stenay, à Mersenne, à Paris, 6 septembre 1639",504,vol_8
763,"Mersenne, à Paris, à Rivet, à La Haye, 15 septembre 1639",508,vol_8
764,"Mersenne, à Paris, à Rivet, à La Haye (avec Appendice) (fin septembre).",513,vol_8
766,"J. Chapelain, à Paris, à Balzac, près d'Angoulême, 9 octobre 1639",524,vol_8
767,"A. Rivet, à La Haye, à Cl. Saumaise, à Leyde, 9 octobre 1639",528,vol_8
768,"A. M. van Schuurman, à Utrecht, à Rivet, à La Haye, 15 octobre 1639",529,vol_8
769,"Mersenne, à Paris, à J.-H. Bisterfeld, en Transsylvanie, 15 octobre 1639.",530,vol_8
770,"J.-B. Doni, à Rome, à J.-A. Ban, à Haarlem, 15 octobre 1639",531,vol_8
771,"J.-A. Ban, à Haarlem, à C. Huygens, à La Haye, 16 octobre 1639",535,vol_8
772,"Descartes, à (Santpoort), à Mersenne, à Paris, 16 octobre 1639",536,vol_8
773,"G. Wendelin, à Herck, à C. Huygens, à La Haye, 25 octobre 1639",539,vol_8
774,"A. Rivet, à La Haye, à Mersenne, à Paris, pour Philippeaux (fin octobre)",557,vol_8
775,"Mersenne, à Paris, à J. A. Komenskeho, à Leśna, 1er novembre 1639",558,vol_8
776,"Mersenne, à Paris, à Th. Haack, à Londres (1er novembre 1639)",575,vol_8
777,"Paul Pineau, à Paris, à André Rivet, à La Haye, 5 novembre 1639",586,vol_8
778,"Le P. Phelippeaux, à Paris, à Mersenne, pour Rivet, à Leyde, 10 novembre 1639",767,vol_8
779,"Mersenne, à Paris, à Rivet, à La Haye, 12 novembre 1639",587,vol_8
780,"Descartes, à (Santpoort), à Mersenne, à Paris (13 novembre 1639)",597,vol_8
781,"J. Hübner, à Londres, à J. A. Comenius, à Leśna (mi-novembre)",606,vol_8
782,"Mersenne, à Paris, à Rivet, à La Haye, 20 novembre 1639",615,vol_8
783,"J. Pell, à Londres, à Mersenne, à Paris, 21 novembre 1639",619,vol_8
784,"A. Rivet, à La Haye, à Cl. Saumaise, à Leyde, 21 novembre 1639",622,vol_8
785,"Mersenne, à Paris, à Th. Haack, à Londres, 24 novembre 1639",635,vol_8
786,"V. Conrart, à Paris, à Const. Huygens, à La Haye, 25 novembre 1639",636,vol_8
787,"R. Descartes, à Santpoort, à A. van Surck, à Leyde, 26 novembre 1639",641,vol_8
788,"A. Rivet, à La Haye, à Cl. Saumaise, à Leyde, 30 novembre 1639",642,vol_8
789,"J.-F. Gronovius, à Paris, à A. Rivet, à La Haye, 2 décembre 1639",643,vol_8
790,"A. Rivet, à La Haye, à Mersenne, à Paris (6 décembre 1639)",644,vol_8
791,"Ch. Villiers, à Sens, à Mersenne, à Paris, 8 décembre (1639)",646,vol_8
792,"Mersenne, à Paris, à A. Rivet, à La Haye, 10 décembre 1639",662,vol_8
793,"Mersenne, à Paris, à Th. Haack, à Londres, 10 décembre 1639",674,vol_8
794,"Mersenne, à Paris, à John Pell, à Londres, 10 décembre 1639",681,vol_8
795,"J. Hübner, à Londres, à Gronovius, à Paris, 5-15 décembre 1639",685,vol_8
796,"Mersenne, à Paris, à Th. Haack, à Londres, 18 décembre 1639",689,vol_8
797,"R. Descartes, à (Santpoort), à Mersenne, à Paris, 25 décembre 1639",690,vol_8
798,"Le P. Phelippeaux, à Paris, à Mersenne, à Paris (fin décembre 1639)",695,vol_8
799,"Mersenne, à Paris, à Th. Haack, à Londres, 31 décembre 1639",712,vol_8
800,"A. Parran, à (Bourges ?), à Mersenne, à Paris (1639 ?)",720,vol_8
801,"Daguin, à (Paris ?), à Mersenne, à Paris (1639 ?)",728,vol_8
802,"Pierre Petit, (au Havre ?), à Mersenne, à Paris (1639 ?)",733,vol_8
803,"Le P. Bourdin, à (Paris), à Mersenne, à Paris (décembre 1639 ?)",738,vol_8
804,"J.-A. Comenius, à Leszno, à Mersenne, à Paris, 2 janvier 1640",1,vol_9
805,"L. Meyssonnier, à Lyon, à J. van Beverwyck, à Dordrecht, 5 janvier 1640",4,vol_9
806,"Le P. A. Vatier, à La Flèche, à Mersenne, à Paris, 14 janvier 1640",5,vol_9
807,"Mersenne, à Paris, à Rivet, à La Haye, 14 janvier 1640",8,vol_9
808,"Mersenne, à Paris, à Th. Haack, à Londres, 15 janvier 1640",14,vol_9
809,"Mersenne, à Paris, à John Pell, à Londres, 15 janvier (1640)",19,vol_9
810,"Villiers, à Sens, à Mersenne, à Paris, 20 janvier 1640",21,vol_9
811,"Mersenne, à Paris, au P. Kircher, à Rome, 20 janvier (1640)",31,vol_9
812,"Mersenne, à Paris à Th. Haack, à Londres, 20 janvier 1640",39,vol_9
813,"Mersenne, à Paris, à J. Pell, à Londres, 20 janvier 1640",49,vol_9
814,"John Pell, à Londres, à Mersenne, à Paris, 24 janvier 1640",57,vol_9
815,"Gisbert Voët, à Utrecht, à Mersenne, à Paris, 26 janvier 1640",69,vol_9
816,"André Rivet, à La Haye, à Mersenne, à Paris, 29 janvier 1640",74,vol_9
817,"Descartes, à (Santpoort), à Mersenne, à Paris, 29 janvier 1640",84,vol_9
818,"Descartes, à (Santpoort), à Meyssonnier, à Lyon, (29 janvier 1640).",96,vol_9
819,"Pierre de Fermat, à Toulouse, à Mersenne, à Paris, (début février 1640).",99,vol_9
820,"Mersenne, à Paris, à Th. Haack, à Londres, 12 février 1640",106,vol_9
821,"Cavalieri, à Bologne, à Galilée, à Arcetri, 14 février 1640 (24 février 1640)",115,vol_9
822,"Kenelm Digby, à Londres, à Mersenne, à Paris, (24 février 1640)",119,vol_9
823,"Galilée, à Arcetri, à Cavalieri, à Bologne, 24 février 1640",125,vol_9
824,"Mersenne, à Paris, à Rivet, à La Haye, 25 février 1640",134,vol_9
825,"Mersenne, à Paris, à Th. Haack, à Londres, 25 février 1640",140,vol_9
826,"Mersenne, à Paris, à Ribet, à La Haye, 28 février 1640",146,vol_9
827,"J.-B. Doni, à Rome, à Mersenne, à Paris, (fin février 1640 ?).",152,vol_9
828,"L. Meyssonnier, à Lyon, à Mersenne, à Paris, (fin février-début mars 1640)",154,vol_9
829,"Frenicle de Bessy, à Paris, à Mersenne, à Paris, (fin février-début mars 1640)",159,vol_9
830,"Villiers, à Sens, à Mersenne, à Paris, 1er mars (1640)",167,vol_9
831,"Mersenne, à Paris, à J. Pell, à Londres, 1er mars 1640",173,vol_9
832,"J. Hübner, à Londres, à Comenius, à Leszno, 1er mars 1640",175,vol_9
833,"Mersenne, à Paris, au P. Jean Morin, à (Rome), 2 mars 1640",178,vol_9
834,"Mersenne, à Paris, à Th. Haack, à Londres, 4 mars 1640",181,vol_9
835,"Mersenne, à Paris, à J. Pell, à Londres, 7 mars 1640",186,vol_9
836,"Const. Huygens, à La Haye, à R. Descartes, à (Santpoort), 8 mars 1640",187,vol_9
837,"Descartes, à (Santpoort), à Mersenne, à Paris, 11 mars 1640",201,vol_9
838,"R. Descartes, à (Santpoort), à C. Huygens, à La Haye, 12 mars 1640",203,vol_9
839,"Kenelm Digby, à Londres, à Mersenne, à Paris, 15 mars 1640",208,vol_9
840,"L. de Dieu, à Leyde, à A. Rivet, à La Haye, 24 mars 1640",210,vol_9
841,"Villiers, à Sens, à Mersenne, à Paris, 26 mars 1640",218,vol_9
842,"J. B. Doni, à Rome, à Mersenne, à Paris, 27 mars 1640",218,vol_9
843,"Mersenne, à Paris, à A. Rivet, à La Haye, 28 mars 1640",224,vol_9
844,"John Pell, à Londres, à Mersenne, à Paris, 29 mars 1640",228,vol_9
845,"Le P. Geoffroy, à Orléans, à Mersenne, à Paris, 30 mars 1640",236,vol_9
846,"P. de Fermat, à Toulouse, à Mersenne, à Paris, 1er avril 1640",241,vol_9
847,"Le P. Octoul, à Avignon, à Mersenne, à Paris, 1er avril 1640",252,vol_9
848,"Const. Huygens, à La Haye, à Mersenne, à Paris, 1er avril 1640",257,vol_9
849,"Descartes, à (Santpoort), à Mersenne, à Paris, (1er avril 1640)",262,vol_9
850,"P. de Fermat, à Toulouse, à Mersenne, à Paris, (vers le 20 avril 1640)",270,vol_9
851,"Brun, à Bergerac, à Mersenne, à Paris, 22 avril 1640",275,vol_9
852,"Mersenne, à Paris, à Rivet, à La Haye, 24 avril 1640",283,vol_9
853,"C. Huygens, à La Haye, à Descartes, à (Santpoort), 29 avril 1640",288,vol_9
854,"Villiers, à Sens, à Mersenne, à Paris, (fin d'avril 1640)",289,vol_9
855,"Cavalieri, à Bologne, à Galilée, à Arcetri, 1er mai 1640",299,vol_9
856,"Mersenne, à Paris, à Galilée, à Arcetri, 1er mai 1640",300,vol_9
857,"E. van de Putte, à Louvain, à G. Wendelin, à Herck, 6 mai 1640",303,vol_9
858,"Mersenne, à Paris, à Th. Haack, à Londres, (vers le 12 mai 1640)",304,vol_9
859,"Mersenne, à Paris, à J. Pell, à Londres, (vers le 12 mai 1640)",311,vol_9
860,"Mersenne, à Paris, à Ch. Cavendish, à Londres, 12 mai 1640",315,vol_9
861,"C. Huygens, en campagne, à Rivet, à La Haye, 13 mai 1640",318,vol_9
862,"J. Chapelain, à Paris, à J. L. Guez de Balzac, à Balzac, 13 mai 1640",319,vol_9
863,"J. Chapelain, à Paris, à J. L. Guez de Balzac, à Balzac, 19 mai 1640",320,vol_9
864,"J.-A. Ban, à Harlem, à C. Huygens, en Flandre, 19 mai 1640",321,vol_9
865,"Le P. Geoffroy, à Orléans, à Mersenne, à Paris, 20 mai 1640",324,vol_9
866,"Rivet, à La Haye, à C. Huygens, à Eeckeloo, 20 mai 1640",330,vol_9
867,"Mersenne, à Paris, à Rivet, à La Haye, 22 mai 1640",331,vol_9
868,"J.-A. Ban, à Harlem, à Mersenne, à Paris, 24 mai 1640",335,vol_9
869,"Villiers, à Sens, à Mersenne, à Paris, (seconde moitié de mai 1640)",339,vol_9
870,"C. Huygens, à Maldeghem, à Rivet, à La Haye, 28 mai 1640",355,vol_9
871,"L. Meyssonier, à Lyon, à Mersenne, à Paris, 31 mai 1640",357,vol_9
872,"Mersenne, à Paris, à Rivet, à La Haye, 1er juin 1640",369,vol_9
873,"Rivet, à La Haye, à C. Huygens, à Maldeghem, 2 juin 1640",376,vol_9
874,"C. Huygens, à Maldeghem, à Mersenne, à Paris, 3 juin 1640",378,vol_9
875,"C. Huygens, à Maldeghem, à Rivet, à La Haye, 3 juin 1640",385,vol_9
876,"Mersenne, à Paris, à Rivet, à La Haye, (début de juin 1640)",386,vol_9
877,"X... à J.-A. Ban, à Harlem, début de juin 1640",388,vol_9
878,"Descartes, à Leyde, à Mersenne, à Paris, 11 juin 1640",392,vol_9
879,"Mersenne, à Paris, à Pierre Bruslart, à Paris, 13 juin (1640)",409,vol_9
880,"P. Bruslart, à Paris, à Mersenne, à Paris, (juin 1640)",411,vol_9
881,"P. de Fermat, à Toulouse, à Mersenne, à Paris, (mi-juin 1640)",413,vol_9
882,"Diodati, à Paris, à Galilée, à Arcetri, 15 juin 1640",420,vol_9
883,"Villiers, à Sens, à Mersenne, à Paris, (mi-juin 1640)",421,vol_9
884,"Rivet, à La Haye, à Cl. Saumaise, à Leyde, 25 (juin 1640)",436,vol_9
885,"Cavalieri, à Bologne, à Rocca, à Reggio, 26 juin 1640",437,vol_9
886,"J.-B. Doni, à Rome, aux frères Dupuy, à Paris, 26 juin 1640",438,vol_9
887,"C. Huygens, à Maldeghem, à J.-A. Ban, à Harlem, 26 juin 1640",439,vol_9
888,"Le P. Lacombe, à Blaye, à Mersenne, à Paris, 30 juin 1640",441,vol_9
889,"Mersenne, à Paris, à Rivet, à La Haye, 1er juillet (1640)",448,vol_9
890,"P. Gassend, à Aix, au P. Kircher, à Rome, 3 juillet 1640",451,vol_9
891,"Villiers, à Sens, à Mersenne, à Paris, 7 juillet 1640",456,vol_9
892,"Mersenne, à Paris, à Rivet, à La Haye, 15 juillet 1640",482,vol_9
893,"J.-B. Doni, à Rome, à Mersenne, à Paris, 22 juillet 1640",486,vol_9
894,"Descartes, à Leyde, à Mersenne, à Paris, (22 juillet 1640)",491,vol_9
895,"Le P. Santini, à Milan, à G. Rocca, à Modène, 25 juillet 1640",495,vol_9
896,"Ch. Cavendish, à Wellingor, à Mersenne, à Paris, 28 juillet 1640",497,vol_9
897,"Descartes, à Leyde, à Mersenne, pour le P. Bourdin, à Paris, 29 juillet 1640",497,vol_9
898,"J. van Beverwyck, à Dordrecht, à G. Patin, à Paris, 30 juillet 1640",501,vol_9
899,"Descartes, à Leyde, à Mersenne, à Paris, 30 juillet 1640",513,vol_9
900,"Descartes, à Leyde, à Mersenne, à Paris, (30 juillet 1640)",514,vol_9
901,"Deschamps, à Bergerac, à Mersenne, à Paris, 31 juillet 1640",533,vol_9
902,"Descartes, à Leyde, à Mersenne, à Paris, 6 août 1640",537,vol_9
902 bis,"Meliand, à Paris, à Mersenne, à Paris, (1640) ?",546,vol_9
