review_sample,sample_order,priority,queue_type,edition_id,category,current_value,suggested_review_focus,queue_reason,year,city,language,short_title,title_or_short_title,elements_books,additional_content,wardhaugh_classification,related_categories,unknown_categories,classification_profile,review_decision,corrected_value,apply_to_reprints,review_notes
no,,2.5,suspect_theoretical_non_eip,bib-69,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1646,Leiden,LATIN,,"Francisci Vietæ
OPERA
MATHEMATICA,

In unum Volumen congesta,
ac recognita,

Operâ atque studio
Francisci à Schooten Leydensis,
Matheseos Professoris.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-161,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1649,Leiden,LATIN,,"GEOMETRIA
à
RENATO DES CARTES
Anno 1637 Gallicè edita; nunc autem
Cum Notis
FLORIMONDI DE BEAVNE,
In Curiâ Blesensi Consiliarii Regii,
In linguam Latinam versa, & commentariis illustrata,
Operâ atque studio
FRANCISCI à SCHOOTEN,
Leydensis, in Academiâ Lugduno-Batavâ, Mathefeos
Professoris, Belgicè docentis.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,MorisS-18-1,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1651,Toulouse,LATIN,,"CIRCULI
ET HYPERBOLAE
SEGMENTORVM

Ex dato eorum centro gravitatis, una cum inventione
proportionis & centri gravitatis in portionibus Sphaerae
plurimorumque periphericorum, nec non tetragonismo
absoluto certa cuiusdam cylindri partis, & aliorum:

Demonstrata atque ad calculum reducta adiumento
libræ Archimedeæ & à materia divulsæ, quam
praesenti Opere restaurat atque amplificat

Antonivs Lalovera, Societatis IESV.
",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-272,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1654,Paris,FRENCH,,"LES DIX LIVRES
DES THEOREMES
GEOMETRIQVES
DV
COMTE DE PAGAN.

DONNEZ
Pour Supplément des Sciences Mathématiques.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,BKH4JK,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1656,Oxford,LATIN,Operum mathematicorum Johannes Wallisi,"Johannis Wallisii, SS. Th. D.
GEOMETRIAE PROFESSORIS
SAVILIANI in Celeberrimâ
Academiâ OXONIENSI,

DE
ANGULO CONTACTUS
ET SEMICIRCULI

Disquisitio Geometrica.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Cambridge_1657,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,only related category; euclid/elements/geometry title,1657,Cambridge,LATIN,,"EUCLIDIS DATA succinctè demonstrata: Unà cum Emendation-ibus quibusdam & Additionibus ad Elementa EUCLIDIS nuper edita. Operâ Mri. IS. BARROVV, CANTABRIGIENSIS Coll. Trin. Soc.",,Data,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,MorisS-12-1,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1657,Paris,LATIN,"Solutio duorum problematum circa numeros cubos & quadratos, quae tanquam insolubilia universis Europae mathematicis","SOLVTIO
DVORVM PROBLEMATVM
circa numeros cubos & quadratos, quae tan
quam insolubilia vniversis Europae Mathe
maticis a clarissimo Viro D. Fermat sunt pro
posita, & ad D. Cl. M. Laurenderium
Doctorem Medicum transmissa.

A D. B. F. D. B. INVENTA.

NEC NON.
Alia duo Problemata numerica a D. Cl. M. Laurenderio Vicissim
proposita, cum quibusdam solutionibus ab eodem
D. B. F. D. B. datis.

HIS ACCESSIT.
Inquisitio in solutionem prioris Problematis a D. Francisco à Schooten
in Academia Lugduno Batava",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,MorisS-5-4,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1657,Paris,LATIN,,"ISMAELIS BVLLIALDI
DE
LINEIS SPIRALIBVS
DEMONSTRATIONES
NOVAE.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,MorisS-25-4,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1658,,LATIN,,"HISTORIA TROCHOIDIS
siue Cycloidis, Gallicè, la Roulette.

In qua narratur quibus gradibus ad intimam illius lineae
naturam cognoscendam peruentum sit.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,MorisS-3-4,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1658,Paris,LATIN,,"TRACTATUS
DE
PROPORTIONE
HARMONICA.

IN QVO PLVRIMA PROBLEMATA,
hactenus non soluta in serie trium quantitatum
Harmonice proportionalium resoluuntur tum
Algebricè, tum Canonicè, tum etiam Geometricè,

ADICITVR APPENDIX,
In qua resoluuntur Problemata in serie quatuor, quinque,
sex, imò & quotcunque quantitatum continuè
harmonice proportionalium.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,E8K2CK,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1659,Bologna,LATIN,Geometriæ speciosæ elementa,"AD MAIOREM
DEI GLORIAM

GEOMETRIAE SPECIOSAE
ELEMENTA

PRIMVM
De potestatibus, à radice binomia, & residua.

SECVNDVM
De innumerabilibus numerosis progressionibus.

TERTIVM
De quasi proportionibus.

QVARTVM
De rationibus logarithmicis.

QVINTVM
De proprijs rationum logarithmis.

SEXTVM
De innumerabilibus quadraturis.

PETRI MENGOLI
I. V. Ph. D. Coll. Patr. Bonon. Archigymn. Mechanici.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,MorisS-18-3,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1659,,LATIN,,"PROPOSITIO TRIGESIMA SEXTA.

Excerpta ex quarto libro de Cycloide Antonii Laloveræ nondum
quidem edito, viris tamen doctrina & fide insignibus ante
aliquot menses communicato.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Amsterdam_1660a,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1660,Amsterdam,LATIN,,"GERARDI IOANNIS VOSSII
DE
UNIVERSAE MATHESIOS
NATURA & CONSTITUTIONE
LIBER;
Cui subjungitur
CHRONOLOGIA
MATHEMATICORUM.
Diutius si immorer, vereor, ne videar immori velle.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,MorisS-18-4,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1660,Toulouse,LATIN,,"VETERVM
GEOMETRIA
PROMOTA IN SEPTEM
DE
CYCLOIDE LIBRIS,
Et in duabus adiictis Appendicibus.

Autore Antonio Lalovera
Societatis IESV.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,ZYVGSH,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1662,Oxford,LATIN,Elementi Decimi Euclidis Declaratio : Nec non De Solidis Regularibus Tractatus,"ELEMENTI DECIMI
EUCLIDIS
DECLARATIO.

Nec non
De SOLIDIS REGULARIBUS
TRACTATUS.

Authore
GUILELMO OUGHTREDO
ANGLO.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Bologna_1663,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1663,Bologna,ITALIAN,Euclide rinnovato ovvero gli antichi elementi della geometria,"EVCLIDE
RINNOVATO,
OVERO
Gl’ antichi Elementi della Geometria,
ridotti à maggior breuità, e facilità,
In cui con nuovo, e più sicuro modo si dimostra
il trattato delle Proporzioni
DAL SIG. GIO. ALFONSO BORELLI
Professore delle Mattematiche,
già nello Studio di Messina, & al presente
in quello di Pisa.
Volgarizzato da DOMENICO MAGNI Fiorentino,
e dall’istesso Autore di nuovo
reuisito, e corretto.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,London_1666,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1666,London,LATIN,Euclidis elementa geometrica novo ordine ac methodo fere demonstrata.,"EVCLIDIS
ELEMENTA
GEOMETRICA
NOVO ORDINE
AC
METHODO
FERÈ
DEMONSTRATA.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,EJGRZN,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1671,Paris,FRENCH,"Élémens de géométrie, où par une méthode courte & aisée l'on peut apprendre ce qu'il faut sçavoir d'Euclide, d'Archimède, d'Apollonius, & les plus belles inventions des anciens & des nouveaux géomètres","ELEMENS
DE
GEOMETRIE,
OU
PAR UNE METHODE COURTE
& aisée l’on peut apprendre ce qu’il faut
sçavoir d’Euclide, d’Archimede, d’Ap-
pollonius, & les plus belles inventions
des anciens & des nouveaux Geometres.

Par le P. IGNACE GASTON PARDIES,
de la Compagnie de JESUS.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Turin_1671,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1671,Turin,LATIN,,"EVCLIDES ADAVCTVS
ET METHODICVS
MATHEMATICAE UNIVERSALIS
CAROLO EMANVELI II.
SABAVDIAE DVCI PEDEMONTIVM PRINCIPI
REGI CYPRI, &c.
DICATA,
Quae ne dum propositionum dependentiam, sed & rerum ordinem observat. Et complectitur ea omnia, quae de quantitate tum discreta, tum continua abstracta speculari queunt. Rescissis superfluis demonstrationibus, & requisitis omnibus profusè coadunatis.
Singuli quoque Tractatus novis propositionibus aucti sunt, & aliqui etiam ex integro adornati. Omnesque tum figu",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-146,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only paired with practical geometry; euclid/elements/geometry title,1671,Valencia,SPANISH,"Geometria especulativa y pratica de los planos, y solidos","GEOMETRIA
ESPECVLATIVA,
Y PRATICA
DE LOS PLANOS, Y SOLIDOS.

AVTHORI
El M.R.P. Ioseph Zaragoza, de la Compañía
de Iesus, Calificador del Santo Oficio, Cathe-
dratico de Theologia Escolástica en los Co-
legios de Mallorca, Barcelona, y Valencia, y
agora de Mathematicas en los Estudios
Reales del Imperial de
Madrid.

IMPRESSA
DE ORDEN DEL EXCELENTISSI-
mo Señor Marqués de Leganes, y dedicada a su
Excelencia por Ioseph Vicente del Olmo
Cavallero, Secretario del
Santo Oficio.

CON LICENCIA,",,,,Practical Geometry; Theoretical Mathematics,,Practical Geometry=primary; Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Florence_1674,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1674,Florence,ITALIAN,"Quinto Libro degli Elementi di Euclide, ovvero Scienza Universale delle Proporzioni spiegata colla dottrina del Galileo","QVINTO LIBRO
DEGLI ELEMENTI
D’EVCLIDE,
OVVERO
SCIENZA VNIVERSALE
DELLE PROPORZIONI
SPIEGATA COLLA DOTTRINA
DEL GALILEO,
Con nuovo ordine difesa, e per la prima volta pubblicata
da Vincenzio Viviani ultimo suo Discepolo.
Aggiuntivi cose varie, e del GALILEO, e del TORRICELLI;
I Ragguali dell’ultime Opere loro, con altro,
che dall’Indice si manifesta.
ALL’ALTEZZA SERENISS. E REVERENDISS.
DEL SIGNOR
PRINCIPE CARDINALE
DE’ MEDICI.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-145,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only paired with practical geometry; euclid/elements/geometry title,1678,Madrid,SPANISH,"Euclides nuevo-antiguo geometria especulativa y practica de los planos, y solidos","EVCLIDES
NVEVO-ANTIGVO.
GEOMETRIA ESPECVLATIVA,
Y PRACTICA
DE LOS PLANOS, Y SOLIDOS.

AVTHOR
EL R. P. IOSEPH ZARAGOZA,
de la Compañía de Iesvs, Calificador de la Su-
prema Inquisicion, Cathedratico de Theologia
Escolástica en los Colegios de Mallorca, Barce-
lona, y Valencia; y de Mathematica en el Impe-
rial de Madrid: de la Real Junta de Minas,
y Maestro de Mathematicas de su Mag.
Carlos II.

AL EXCmo. SEÑOR D. GREGORIO
de Silva, &c. Principe de Melito, Duque del
Infantado, y Pastrana, &c.

CO",,,,Practical Geometry; Theoretical Mathematics,,Practical Geometry=primary; Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-104,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1681,Rome,LATIN,,"PROBLEMA
DVPLATIO TRIANGVLI AEQVILATERI

Independenter ab aliis quam prioribus
tribus Libris Euclidis.

In Universitate Pragensi mense Septembri
anni 1679. solemniter propositum

Omnibus totius Orbis Geometris

In Universitate Romana mense Februario anno
MDCLXXX. solutum

A CANONICO PAVLO IOVIO
NOVOCOMENSI

Seminarii Romani Coniurctoris

AD
ILLVSTRISS. ET EXCELLENTISS.
PRINCIPem
D. LIVIVM ODESCALCVM
Caere Ducem
Sanctissimi Domini Nostri
INNOCENTII XI.
Ex Fratre Nepotem.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-113,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1690,Paris,FRENCH,,"TRAITÉ
DE
GEOMETRIE.

Par SEB. LE CLERC.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Paris_1695,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1695,Paris,FRENCH,"Les Élémens de géométrie ou de la mesure du corps, qui comprennent les Élémens d'Euclide et l'analise, les plus belles propositions d'Archimède touchant le cercle, la sphère, le cylindre et le cône","Les Élémens de géométrie ou de la mesure du corps, qui comprennent les Élémens d'Euclide et l'analise, les plus belles propositions d'Archimède touchant le cercle, la sphère, le cylindre et le cône ...",,,,Theoretical Mathematics,Practical Geometry,Practical Geometry=unknown; Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Rome_1695,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; euclid/elements/geometry title,1695,Rome,LATIN,,"EVCLIDES
RESTITUTUS
SIVE
PRISCA GEOMETRIÆ
ELEMENTA

Breviùs, & faciliùs contexta

In qua præcipuè proportionum
Theoriæ proponuntur

Addito in hac quarta Impressione
lib. VIII. Arithmeticorum.

A JO: ALPHONSO BORELLIO
NEAPOLITANO.",1-13,,,Arithmetic; Theoretical Mathematics,,Arithmetic=primary; Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-162,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1696,Paris,FRENCH,"Analyse des infiniment petits, pour l'intelligence des lignes courbes","ANALYSE
DES
INFINIMENT PETITS,
Pour l’intelligence des lignes courbes.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-78,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only paired with practical geometry; euclid/elements/geometry title,1699,Paris,FRENCH,,"COURS
DE
MATHEMATIQUE,

Qui Contient
LA MATHEMATIQUE EN GENERAL
LA GEOMETRIE SPECULATIVE,
ET LA GEOMETRIE PRATIQUE.

A L’USAGE
DE MONSEIGNEUR
LE DAUPHIN.

PAR MONSIEUR BLONDEL,
De l’Academie Royale des Sciences, Conseiller Lecteur &
Professeur du Roy en Mathematique, Professeur &
Directeur de l’Academie Royale d’Architecture, &c.

TOME PREMIER.
Seconde Edition, augmentée & corrigée.",,,,Practical Geometry; Theoretical Mathematics,,Practical Geometry=primary; Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-163,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1730,Lyon,FRENCH,,"COMMENTAIRES
SUR LA
GEOMETRIE
DE
M. DESCARTES.

Par le R. P. CLAUDE RABUEL, de la Compagnie
de JESUS.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Lisbon_1735,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1735,Lisbon,PORTUGUESE,"Elementos de geometria plana, e solida, segundo a ordem de Euclides","ELEMENTOS
DE
GEOMETRIA
PLANA, E SOLIDA,
SEGUNDO A ORDEM
DE
EUCLIDES,
PRINCEPE DOS GEOMETRAS:

ACRESCENTADOS COM TRÊS UTEIS
Appendices: o primeiro da Logística das Proporções: o se-
gundo dos Theoremas selectos de Archimedes: e o ter-
ceiro da Quadratriz de Dinostrato, para qua-
drar o Círculo, e tri-secar o Ângulo.

PARA USO DA REAL AULA
Da Esfera do Collegio de Santo Antão da Companhia de
Jesus de Lisboa Occidental.

OFFERECIDOS
Á MAGESTADE D’ELREY
NOSSO SENHOR
D. JOÃO V.

POR SEU AUTHOR O PADR",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,London_1747,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; only paired with practical geometry; euclid/elements/geometry title,1747,London,ENGLISH,Elements of Plane Geometry,"ELEMENTS
OF
Plane Geometry.

To which are added,
An ESSAY on the MAXIMA and
MINIMA of Geometrical Quantities,
AND
A brief Treatise of regular SOLIDS;
ALSO,
The MENSURATION of both SUPERFICIES
and SOLIDS, together with the CONSTRUCTION of a
large Variety of Geometrical PROBLEMS.

By THOMAS SIMPSON,
Fellow of the ROYAL SOCIETY, and Professor of
GEOMETRY in the Royal Academy at Woolwich.

Designed for the USE of SCHOOLS.",1-6,,,Practical Geometry; Theoretical Mathematics,,Practical Geometry=secondary; Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Edinburgh_1795,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; euclid/elements/geometry title,1795,Edinburgh,ENGLISH,"Elements of Geometry, containing the first six books of Euclid with two books on the geometry of solids","ELEMENTS
OF
GEOMETRY;

CONTAINING
THE FIRST SIX BOOKS OF EUCLID,

WITH
TWO BOOKS
ON THE GEOMETRY OF SOLIDS.

TO WHICH ARE ADDED,
ELEMENTS OF
PLANE AND SPHERICAL
TRIGONOMETRY.

BY JOHN PLAYFAIR, F.R.S. EDIN.
Professor of Mathematics in the University of Edinburgh.",1-6,,,Theoretical Mathematics; Trigonometry,,Theoretical Mathematics=primary; Trigonometry=primary,,,,
no,,3,unknown,bib-68,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1615,Paris,LATIN,,"AD
ANGVLARIVM
SECTIONVM
ANALYTICEN.

THEOREMATA. ΚΑΘΟΛΙΚΩΤΕΡΑ.

A FRANCISCO VIETA FONTENAE­
næensi primum excogitata, at absque ulla demonstra­
tione ad nos transmissa, iam tandem de­
monstrationibus confirmata.

Operâ & studio Alexandri Andersoni Scoti.",,,,Theoretical Mathematics,Trigonometry,Theoretical Mathematics=primary; Trigonometry=unknown,,,,
no,,3,unknown,ustc-59,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1618,Paris,FRENCH,"Traicté des globes et de leur usage traduict du latin de Robert Hues et augmenté par de plusieurs nottes & operations du compas de proportion par D. Henrion, mathematicien.","TRAICTE
DES
GLOBES,
ET
DE LEVR
VSAGE.
Traduict du Latin de ROBERT HVES.
ET
Augmenté de plusieurs nottes & operations du
compas de proportion.
Par D. HENRION, Mathematicien.",,,,Practical Geometry; Astronomy; Instrument Use,Cartography; Cosmography; Geography; Navigation; Trigonometry,Practical Geometry=secondary; Cartography=unknown; Astronomy=primary; Cosmography=unknown; Geography=unknown; Instrument Use=secondary; Navigation=unknown; Trigonometry=unknown,,,,
no,,3,unknown,bib-73,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
no,,3,unknown,ustc-9,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1626,Paris,FRENCH,"Arithmétique logarithmétique, ou la Construction et usage des tables logarithmétiques","ARITHMETIQVE
LOGARITHMETIQVE,
OV
La Construćtion & Vſage des Ta-
bles Logarithmetiques.
Par le moyen deſquelles, multiplication ſe
fait par addition, diuiſion par ſou-
ſtraction, l’extraction de la racine quar-
rée par bipartition, & de la racine cu-
bique par tripartition, &c. Finalement la
regle de trois, & la reſolution des trian-
gles tant rectilignes que ſpheriques par
addition & ſouſtraction.
Par Edmond VVingate,
Gentil-homme Anglois.
En la page ſuiuante vous verrez le con-
tenté de ce qu'",,,,Arithmetic; Practical Geometry,Trigonometry,Arithmetic=primary; Practical Geometry=secondary; Trigonometry=unknown,,,,
no,,3,unknown,WOQG2Q,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1627,Amsterdam,FRENCH,Fortification ou architecture militaire,"FORTIFICATION
ou
ARCHITECTVRE MILITAIRE
tant offensive que defensive.
Supputée et desseignée
par
SAMVEL MAROLOIS.

Reueüe Augmentée et Corrigée
par
ALBERT GIRARD
Mathematicien.",,,,Military Engineering; Architecture,Practical Geometry; Surveying; Trigonometry,Military Engineering=primary; Practical Geometry=unknown; Surveying=unknown; Architecture=primary; Trigonometry=unknown,,,,
no,,3,unknown,bib-116,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1630,Florence,ITALIAN,"Pratica universale facilissima, et breve di misurare con la vista. Parte prima [-2.]","PRATICA
VNIVERSALE
facilissima, et breve
di misurare con la vista.
PARTE PRIMA.

doue si insegna il modo di
misurare qual si voglia lunghezza,
larghezza, altezza, ò profondità
separatamente, et unitamente
per strauagante, et lontana
che sia, in una sola operatione:
cioè, non si partendo dal luogo.

DI
GIUSEPPE MALOMBRA
NOBILE CREMONESE",,,,Practical Geometry,Surveying; Trigonometry,Practical Geometry=primary; Surveying=unknown; Trigonometry=unknown,,,,
no,,3,unknown,bib-135,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1667,Nuremberg,GERMAN,,"M. Daniel Schwenters
GEOMETRIÆ
PRACTICÆ
NOVÆ ET AUCTÆ
LIBRI IV.

Im I. Aus rechtem Fundament gewiesen wird; wie man in der
Geometria, auf dem Papyr und Lande, mit denen
dazu gehörigen Instrumenten, ja zur Noth ohne die-
selben, verfahren und practicien solle.

Im II. Wie ohne einig künstlich Geometrisch Instrument, allein
mit der Meßruthe und etlichen Stäben, das Land zu
messen.

Im III. Die Beschreibung deß nützlichen Geometrischen Tisch-
leins M. Johannis Pratorii.

Im IV. Die Erfindung Camill",,,,Practical Geometry; Surveying; Instrument Use,Instrument Construction; Trigonometry,Practical Geometry=primary; Surveying=primary; Instrument Construction=unknown; Instrument Use=secondary; Trigonometry=unknown,,,,
