title,page_count,href,exists_in_commentaria,mathematics_related,subjects
"Housselle, Karl & Anonymi - Pharmacopoea Germanica. Berlin 1872.pdf",463,https://app.transkribus.org/sites/noscemus/doc/604277?colId=88639,,False,pharmacology
"Hues, Robert - Tractatus de globis et eorum usu. London 1594.pdf",203,https://app.transkribus.org/sites/noscemus/doc/743612?colId=88639,,Unknown,scientific instruments
"Humboldt, Alexander von - De distributione geographica plantarum. Paris 1817.pdf",269,https://app.transkribus.org/sites/noscemus/doc/696812?colId=88639,,False,geography; botany
"Huswirt, Johannes - Enchiridion novus algorismi. Cologne 1501.pdf",49,https://app.transkribus.org/sites/noscemus/doc/904631?colId=88639,,Unknown,education
"Hutton, James - Dissertatio inauguralis de sanguine et circulatione microcosmi. Leiden 1749.pdf",35,https://app.transkribus.org/sites/noscemus/doc/662868?colId=88639,,False,anatomy
"Huygens, Christiaan - Exercitationum mathematicarum liber V. Leiden 1657.pdf",565,https://app.transkribus.org/sites/noscemus/doc/904418?colId=88639,,True,mathematics
"Huygens, Christiaan - Horologium oscillatorium. Paris 1673.pdf",189,https://app.transkribus.org/sites/noscemus/doc/744030?colId=88639,,True,astronomy
"Huygens, Christian - Kosmotheoros. The Hague 1698.pdf",173,https://app.transkribus.org/sites/noscemus/doc/863737?colId=88639,,True,astronomy
"Huygens, Constantijn - Momenta desultoria. Den Haag 1655.pdf",509,https://app.transkribus.org/sites/noscemus/doc/899968?colId=88639,,Unknown,unknown
Ibn al-Haytham et al. - Opticae thesaurus. Basel 1572.pdf,789,https://app.transkribus.org/sites/noscemus/doc/632442?colId=88639,,True,optics
"Imperato, Francesco - De fossilibus opusculum. Naples 1610.pdf",119,https://app.transkribus.org/sites/noscemus/doc/668502?colId=88639,,False,mineralogy
"Inghirami, Curzio - Etruscarum antiquitatum fragmenta. Florence 1637.pdf",363,https://app.transkribus.org/sites/noscemus/doc/782230?colId=88639,,False,history
"Ittig, Thomas - Lucubrationes academicae de montium incendiis. Leipzig 1671.pdf",384,https://app.transkribus.org/sites/noscemus/doc/663925?colId=88639,,False,mineralogy
"Jacobi, Carl Gustav Jacob - Fundamenta nova theoriae functionum ellipticarum. Königsberg 1829.pdf",208,https://app.transkribus.org/sites/noscemus/doc/906080?colId=88639,,True,mathematics
"Jacquin, Nikolaus Joseph von - Oxalis. Monographia. Vienna et al. 1794.pdf",331,https://app.transkribus.org/sites/noscemus/doc/605287?colId=88639,,False,botany
Janus Lernutius et al. - Poemata. Liegnitz 1603.pdf,443,https://app.transkribus.org/sites/noscemus/doc/801745?colId=88639,,False,literature
"Jessen, Johann von - De vita et morte Tychonis Brahei oratio funebris. Hamburg 1601.pdf",19,https://app.transkribus.org/sites/noscemus/doc/702150?colId=88639,,False,biography
"Johnson, Thomas - Opuscula omnia botanica. London 1847 (ed. T. S. Ralph) .pdf",255,https://app.transkribus.org/sites/noscemus/doc/706769?colId=88639,,False,botany
"Jonston, Jan - Historia naturalis de quadrupedibus. Frankfurt am Main 1652.pdf",403,https://app.transkribus.org/sites/noscemus/doc/756852?colId=88639,,False,natural history; zoology; history
"Jonston, Jan - Notitia regni mineralis. Leipzig 1661.pdf",133,https://app.transkribus.org/sites/noscemus/doc/737712?colId=88639,,False,mineralogy
"Jonston, Jan - Thaumatographia naturalis. Amsterdam 1632.pdf",519,https://app.transkribus.org/sites/noscemus/doc/732628?colId=88639,,False,natural history
"Joostens, Pâquier - Alea. Basel 1561.pdf",163,https://app.transkribus.org/sites/noscemus/doc/616643?colId=88639,,Unknown,unknown
"Juncker, Christian - Schediasma historicum de ephemeridibus. Leipzig 1692.pdf",489,https://app.transkribus.org/sites/noscemus/doc/839341?colId=88639,,True,astronomy; history
"Jungermann, Ludwig - Catalogus plantarum, quae in horto medico Altdophino reperiuntur. Altdorf 1635.pdf",25,https://app.transkribus.org/sites/noscemus/doc/701510?colId=88639,,False,botany; medicine
"Jungermann, Ludwig & Hofmann, Caspar - Catalogus plantarum circa Altorfium. Altdorf 1615.pdf",75,https://app.transkribus.org/sites/noscemus/doc/694472?colId=88639,,False,botany
"Jungius, Joachim - Isagoge Pyhtoscopica. Hamburg 1678.pdf",92,https://app.transkribus.org/sites/noscemus/doc/888133?colId=88639,,Unknown,unknown
"Junius, Hadrianus - Nomenclator omnium rerum. Antwertp 1567.pdf",521,https://app.transkribus.org/sites/noscemus/doc/888139?colId=88639,,Unknown,bibliography
"Jurin, James - Invitatio ad observationes meteorologicas communi consilio instituendas. London 1723.pdf",6,https://app.transkribus.org/sites/noscemus/doc/732896?colId=88639,,Unknown,meteorology; scientific method
"Jussieu, Antoine Laurent de - Genera plantarum secundum ordines naturales disposita. Paris 1789.pdf",601,https://app.transkribus.org/sites/noscemus/doc/697193?colId=88639,,False,botany
"Kaau Boerhaave, Abraham - Declamatio academica de gaudiis alchemistarum. Leiden 1737.pdf",41,https://app.transkribus.org/sites/noscemus/doc/657722?colId=88639,,False,chemistry; alchemy
"Kaau Boerhaave, Abraham - Sermo academicus de iis, quae virum medicum perficiunt et exornant. Leiden 1752.pdf",57,https://app.transkribus.org/sites/noscemus/doc/694473?colId=88639,,False,medicine
"Kaempfer, Engelbert - Amoenitates exoticae. Lemgo 1712.pdf",990,https://app.transkribus.org/sites/noscemus/doc/807407?colId=88639,,False,natural history
"Keill, John - Introductio ad veram astronomiam seu lectiones astronomicae. Oxford 1718.pdf",525,https://app.transkribus.org/sites/noscemus/doc/732973?colId=88639,,True,astronomy
"Kentmann, Johannes - De omni rerum fossilium genere, gemmis, lapidibus, metallis et huiusmodi libri aliquot. Zurich 1555.pdf",1082,https://app.transkribus.org/sites/noscemus/doc/701511?colId=88639,,False,chemistry; mineralogy
"Kepler, Johannes - Astronomiae pars optica. Frankfurt am Main 1604.pdf",499,https://app.transkribus.org/sites/noscemus/doc/901014?colId=88639,MBMOYV,True,astronomy; optics
"Kepler, Johannes - Astronomia nova. Heidelberg 1609.pdf",391,https://app.transkribus.org/sites/noscemus/doc/807626?colId=88639,I9PE2Y,True,astronomy
"Kepler, Johannes & Bartsch, Jacob - Tabulae manuales logarithmicae. Strasbourg 1700.pdf",325,https://app.transkribus.org/sites/noscemus/doc/928889?colId=88639,,True,arithmetic
"Kepler, Johannes - Chilias logarithmorum. Marburg 1624.pdf",218,https://app.transkribus.org/sites/noscemus/doc/928697?colId=88639,,True,arithmetic
"Kepler, Johannes - De nive sexangula. Frankfurt am Main 1611.pdf",27,https://app.transkribus.org/sites/noscemus/doc/743613?colId=88639,,True,mathematics; snow and ice
"Kepler, Johannes - Dioptrice. Augsburg 1611.pdf",127,https://app.transkribus.org/sites/noscemus/doc/713326?colId=88639,FNI2Y6,True,optics
"Kepler, Johannes - Dissertatio cum nuntio sidereo. Prag 1610.pdf",43,https://app.transkribus.org/sites/noscemus/doc/657723?colId=88639,,True,astronomy
"Kepler, Johannes - Epitome astronomiae Copernicanae. Linz & Frankfurt am Main 1618–1621.pdf",978,https://app.transkribus.org/sites/noscemus/doc/902200?colId=88639,,True,astronomy
"Kepler, Johannes - Mysterium cosmographicum. Tübingen 1596.pdf",194,https://app.transkribus.org/sites/noscemus/doc/823046?colId=88639,A540JK,True,astronomy
"Kepler, Johannes - Nova stereometria doliorum. Linz 1615.pdf",119,https://app.transkribus.org/sites/noscemus/doc/985903?colId=88639,,True,geometry
"Kepler, Johannes - Somnium seu Opus posthumum de astronomia lunari. Żagań & Frankfurt am Main 1634.pdf",191,https://app.transkribus.org/sites/noscemus/doc/696195?colId=88639,,True,astronomy
"Kepler, Johannes - Tabulae Rudolphinae. Ulm 1627.pdf",278,https://app.transkribus.org/sites/noscemus/doc/801746?colId=88639,,True,mathematics
"Kies, Johann - Dissertatio physica de iride. Tübingen 1772.pdf",22,https://app.transkribus.org/sites/noscemus/doc/662869?colId=88639,,Unknown,physics; meteorology
"Kies, Johann & Rümelin, Johann Heinrich - Dissertatio historico-mathematica de vita, scriptis et inventis Ioannis Kepleri. Tübingen 1770.pdf",25,https://app.transkribus.org/sites/noscemus/doc/605917?colId=88639,,True,mathematics; history; biography
"Kircher, Athanasius - Arca Noe. Amsterdam 1675.pdf",347,https://app.transkribus.org/sites/noscemus/doc/696429?colId=88639,,False,theology
"Kircher, Athanasius - Iter cometae anni 1664. s. l. 1665.pdf",4,https://app.transkribus.org/sites/noscemus/doc/918559?colId=88639,,True,astronomy
"Kircher, Athanasius - Iter extaticum II. Rome 1657.pdf",277,https://app.transkribus.org/sites/noscemus/doc/696105?colId=88639,,Unknown,unknown
"Kircher, Athanasius - Itinerarium exstaticum. Rome 1656.pdf",501,https://app.transkribus.org/sites/noscemus/doc/655273?colId=88639,,Unknown,geography
"Kircher, Athanasius - Mundus subterraneus. Amsterdam 1665.pdf",987,https://app.transkribus.org/sites/noscemus/doc/732034?colId=88639,,False,mineralogy
"Kircher, Athanasius - Phonurgia nova. Kempten (Allgäu) 1673.pdf",307,https://app.transkribus.org/sites/noscemus/doc/845318?colId=88639,,Unknown,unknown
"Kirchmaier, Georg Kaspar - De locustis insolitis dissertatio epistolica. Wittenberg 1693.pdf",21,https://app.transkribus.org/sites/noscemus/doc/607718?colId=88639,,False,zoology
"Kirchmaier, Georg Kaspar & Leutmann, Martin - Disputatio publica de nive. Wittenberg 1659.pdf",18,https://app.transkribus.org/sites/noscemus/doc/694618?colId=88639,,Unknown,snow and ice
"Kirsten, Michael - Non-entia chymica. Frankfurt am Main 1645.pdf",39,https://app.transkribus.org/sites/noscemus/doc/732035?colId=88639,,False,chemistry
"Klein, Jacob Theodor - Stemmata avium. Leipzig 1759.pdf",157,https://app.transkribus.org/sites/noscemus/doc/694474?colId=88639,,False,zoology
"Koegl, Johann Abraham - De usu et abusu nicotianae. Innsbruck 1772.pdf",89,https://app.transkribus.org/sites/noscemus/doc/691445?colId=88639,,False,botany
"Kopernikus, Nikolaus - De revolutionibus orbium coelestium. Nuremberg 1543.pdf",417,https://app.transkribus.org/sites/noscemus/doc/819058?colId=88639,Z0K13S,True,astronomy
"Krause, Johann Gottlieb - Vita Flamstedii. Leipzig 1720.pdf",7,https://app.transkribus.org/sites/noscemus/doc/605915?colId=88639,,False,biography
"Krusch, Johann Ernst - De impotentia virili. Erfurt 1707.pdf",37,https://app.transkribus.org/sites/noscemus/doc/668503?colId=88639,,False,medicine
"Kulmus, Johann Adam - Descriptio anatomico-physiologica alicuius foetus monstrosi. Gdańsk 1724.pdf",78,https://app.transkribus.org/sites/noscemus/doc/897282?colId=88639,,False,anatomy
"Küssing, Johann-Georg & Cernitz, Gottfried - Exercitium physicum de nive. Leipzig 1649.pdf",18,https://app.transkribus.org/sites/noscemus/doc/663926?colId=88639,,Unknown,physics; snow and ice
"Kyber, David - Lexicon rei herbariae trilingue. Strasbourg 1553.pdf",579,https://app.transkribus.org/sites/noscemus/doc/868519?colId=88639,,False,botany; language
"Lachmund, Friedrich - De ave Diomedea. Amsterdam 1674.pdf",73,https://app.transkribus.org/sites/noscemus/doc/604307?colId=88639,,False,zoology
"Laet, Johan de - De gemmis et lapidibus. Leiden 1647.pdf",288,https://app.transkribus.org/sites/noscemus/doc/668504?colId=88639,,False,mineralogy
"Laet, Johan de - Novus orbis seu descriptionis Indiae occidentalis libri XVIII. Leiden 1633.pdf",709,https://app.transkribus.org/sites/noscemus/doc/732036?colId=88639,,Unknown,geography
"La Galla, Giulio Cesare - De phoenomenis in orbe lunae physica disputatio. Venice 1612.pdf",81,https://app.transkribus.org/sites/noscemus/doc/688248?colId=88639,,True,astronomy; physics
"La Hire, Philippe de - Tabulae astronomicae Ludovici magni iussu et munificentia exaratae. Paris 1702.pdf",217,https://app.transkribus.org/sites/noscemus/doc/906186?colId=88639,,True,astronomy
"Lambergen, Tiberius - Oratio inauguralis de amico historiae naturalis cum medicina connubio. Coulon & Willem. 1751.pdf",89,https://app.transkribus.org/sites/noscemus/doc/605288?colId=88639,,False,medicine; history
"Landivar, Rafael - Rusticatio Mexicana. Modena 1781.pdf",147,https://app.transkribus.org/sites/noscemus/doc/709643?colId=88639,,Unknown,unknown
"Langenbeck, Georg Heinrich Christoph - De explicatione cerebri eiusdemque prolongationum. Göttingen 1818.pdf",34,https://app.transkribus.org/sites/noscemus/doc/694896?colId=88639,,False,anatomy
"Lansbergen, Philips van - Tabulae motuum coelestium perpetuae. Middelburg 1632.pdf",479,https://app.transkribus.org/sites/noscemus/doc/839342?colId=88639,,True,astronomy
"Lansbergen, Philips van - Triangulorum geometria. Leiden 1591.pdf",237,https://app.transkribus.org/sites/noscemus/doc/912316?colId=88639,,True,geometry; trigonometry
"Latomus, Bartholomaeus - Factio memorabilis Francisci ab Siccingen cum Trevirorum obsidione. Cologne 1523.pdf",48,https://app.transkribus.org/sites/noscemus/doc/604309?colId=88639,,Unknown,unknown
"L'Ecluse, Charles de - Curae posteriores. Leiden 1611.pdf",193,https://app.transkribus.org/sites/noscemus/doc/693145?colId=88639,,Unknown,unknown
"L’Ecluse, Charles de - Exoticorum libri decem. Leiden 1605.pdf",715,https://app.transkribus.org/sites/noscemus/doc/786344?colId=88639,,Unknown,unknown
"L'Ecluse, Charles de - Rariorum aliquot stirpium per Hispanias obersvatarum historia. Antwerp 1576.pdf",542,https://app.transkribus.org/sites/noscemus/doc/749216?colId=88639,,False,botany; history
"L'Ecluse, Charles de - Rariorum aliquot stirpium per Pannoniam et Austriam observatam historia. Antwerp 1583.pdf",805,https://app.transkribus.org/sites/noscemus/doc/749217?colId=88639,,False,botany; history
"L'Ecluse, Charles de - Rariorum plantarum historia. Antwertp 1601.pdf",736,https://app.transkribus.org/sites/noscemus/doc/749218?colId=88639,,False,botany; history
"Leeuwenhoek, Antoni van - Arcana naturae detecta. Delft 1695.pdf",659,https://app.transkribus.org/sites/noscemus/doc/744031?colId=88639,,False,natural history
"Leeuwenhoek, Antoni van - Observationes de natis e semine genitali animalculis. London 1677.pdf",7,https://app.transkribus.org/sites/noscemus/doc/693074?colId=88639,,False,botany; zoology; scientific method
"Le Febvre, Francois Antoine - Terrae-motus. Paris 1704",21,https://app.transkribus.org/sites/noscemus/doc/599651?colId=88639,,False,geography; geology
"Leibniz, Gottfried Wilhelm - Protogaea. Göttingen 1749.pdf",181,https://app.transkribus.org/sites/noscemus/doc/605289?colId=88639,,True,mathematics
"Leibniz, Gottfried Wilhelm - Tentamen de motuum coelestium causis.Leipzig 1689.pdf",689,https://app.transkribus.org/sites/noscemus/doc/1526071?colId=88639,,True,astronomy
"Lemnius, Levinus - Occultae naturae miracula. Antwertp 1559.pdf",425,https://app.transkribus.org/sites/noscemus/doc/697192?colId=88639,,False,theology
"Leo Africanus & Florianus, Johannes - De totius Africae descriptione. Antwerp 1556.pdf",659,https://app.transkribus.org/sites/noscemus/doc/724120?colId=88639,,Unknown,geography
"Leoniceno, Niccolò - De Plinii erroribus. Ferrara 1509.pdf",213,https://app.transkribus.org/sites/noscemus/doc/637738?colId=88639,,Unknown,unknown
"Leopold, Christoph & Vian, Christoph - Philosophia historica de montibus. Innsbruck 1713.pdf",89,https://app.transkribus.org/sites/noscemus/doc/605290?colId=88639,,False,philosophy; history
"Lesser, Friedrich Christian - De sapientia, omnipotentia et providentia divina ex partibus insectorum cognoscenda. Nordhausen 1735.pdf",21,https://app.transkribus.org/sites/noscemus/doc/775168?colId=88639,,False,zoology; philosophy; theology
"Lhuyd, Edward - Epistola de fossilium marinorum origine ad Joannem Raium. London 1699",211,https://app.transkribus.org/sites/noscemus/doc/597675?colId=88639,,False,mineralogy; literature
"Lhuyd, Edward - Lithophylacii Britannici ichnographia. London 1699.pdf",211,https://app.transkribus.org/sites/noscemus/doc/733509?colId=88639,,False,geology
Libavius1599_Rerum chymicarum epistolica_liber tertius_MDZ_MBS,467,https://app.transkribus.org/sites/noscemus/doc/3936563?colId=88639,,False,chemistry
"Liceti, Fortunio - De monstris. Amsterdam 1665.pdf",376,https://app.transkribus.org/sites/noscemus/doc/678765?colId=88639,,False,natural history
"Liceti, Fortunio - De spontaneo viventium ortu. Vicenza 1618.pdf",394,https://app.transkribus.org/sites/noscemus/doc/676068?colId=88639,,False,natural history
"Linden, Johannes Antonides van der - De scriptis medicis libri duo. Amsterdam 1637.pdf",645,https://app.transkribus.org/sites/noscemus/doc/631363?colId=88639,,False,medicine
"Linden, Johannes Antonides van der - Hippocrates de circuitu sanguinis, exercitatio I. Leiden 1659.pdf",31,https://app.transkribus.org/sites/noscemus/doc/663927?colId=88639,,False,medicine; anatomy
"Linden, Johannes Antonides van der - Lindenius renovatus. Nuremberg 1686.pdf",1353,https://app.transkribus.org/sites/noscemus/doc/1085290?colId=88639,,Unknown,unknown
"Linné, Carl von - Amoenitates academicae. Vol. 10. Erlangen 1790.pdf",345,https://app.transkribus.org/sites/noscemus/doc/913058?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 1. Stockholm & Leiden 1749.pdf",618,https://app.transkribus.org/sites/noscemus/doc/913057?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 2. Stockholm 1751.pdf",501,https://app.transkribus.org/sites/noscemus/doc/913059?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 3. Stockholm 1756.pdf",491,https://app.transkribus.org/sites/noscemus/doc/913060?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 4. Stockholm 1759.pdf",625,https://app.transkribus.org/sites/noscemus/doc/913061?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 5. Stockholm 1760.pdf",515,https://app.transkribus.org/sites/noscemus/doc/913062?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 6. Stockholm 1763.pdf",513,https://app.transkribus.org/sites/noscemus/doc/913063?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 7. Stockholm 1769.pdf",539,https://app.transkribus.org/sites/noscemus/doc/913064?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 8. Erlangen 1785.pdf",367,https://app.transkribus.org/sites/noscemus/doc/913065?colId=88639,,False,natural history
"Linné, Carl von - Amoenitates academicae. Vol. 9. Erlangen 1785.pdf",351,https://app.transkribus.org/sites/noscemus/doc/913066?colId=88639,,False,natural history
"Linné, Carl von - Bibliotheca botanica secundum systema auctorum naturale. Amsterdam 1736.pdf",251,https://app.transkribus.org/sites/noscemus/doc/704339?colId=88639,,False,botany; bibliography
"Linné, Carl von - Fauna Suecica. Stockholm 1746.pdf",455,https://app.transkribus.org/sites/noscemus/doc/747384?colId=88639,,False,zoology
"Linné, Carl von - Fauna Suecica. Stockholm 1761.pdf",649,https://app.transkribus.org/sites/noscemus/doc/747383?colId=88639,,False,zoology
"Linné, Carl von - Flora Suecica. Stockholm 1745.pdf",449,https://app.transkribus.org/sites/noscemus/doc/786342?colId=88639,,False,botany
"Linné, Carl von - Fundamenta botanica. Amsterdam 1736.pdf",42,https://app.transkribus.org/sites/noscemus/doc/704340?colId=88639,,False,botany
"Linné, Carl von - Fundamenta botanica. Amsterdam 1741.pdf",61,https://app.transkribus.org/sites/noscemus/doc/704341?colId=88639,,False,botany
"Linné Carl, von - Musa Cliffortiana. Leiden 1736.pdf",71,https://app.transkribus.org/sites/noscemus/doc/677275?colId=88639,,False,botany
"Linné, Carl von & Nordblad, Eric Anders - Instructio peregrinatoris. Uppsala 1759.pdf",21,https://app.transkribus.org/sites/noscemus/doc/695643?colId=88639,,Unknown,unknown
"Linné, Carl von - Oratio de telluris habitabilis incremento. Leiden 1744.pdf",115,https://app.transkribus.org/sites/noscemus/doc/605037?colId=88639,,Unknown,geography
"Linné, Carl von - Species plantarum. Vol. 1. Stockholm 1753.pdf",572,https://app.transkribus.org/sites/noscemus/doc/906185?colId=88639,,False,botany
"Linné, Carl von - Species plantarum. Vol. 2. Stockholm 1753.pdf",673,https://app.transkribus.org/sites/noscemus/doc/786343?colId=88639,,False,botany
"Linné, Carl von - Systema naturae. 2 vols. Stockholm 1758-1759.pdf",1418,https://app.transkribus.org/sites/noscemus/doc/752866?colId=88639,,False,natural history
"Lipenius, Martin - Bibliotheca realis medica. Frankfurt am Main 1679.pdf",575,https://app.transkribus.org/sites/noscemus/doc/653298?colId=88639,,False,medicine; bibliography
"Lipenius, Martin & Grünberg, Nathanael - Orologia. Hildesheim 1684.pdf",24,https://app.transkribus.org/sites/noscemus/doc/663928?colId=88639,,Unknown,unknown
"Lloyd, Philipp - De partium septentrionalium quibusdam affectibus et remediis. 1699.pdf",3,https://app.transkribus.org/sites/noscemus/doc/864509?colId=88639,,False,medicine
"L'Obel, Matthias de & Pena, Pierre - Stirpum adversaria nova. London 1571.pdf",482,https://app.transkribus.org/sites/noscemus/doc/749219?colId=88639,,False,botany
"Longueil, Gilbert de - Dialogus de avibus et earum nominibus. Cologne 1544.pdf",113,https://app.transkribus.org/sites/noscemus/doc/660342?colId=88639,,False,literature
"López de Zúñiga, Diego - In Iob Commentaria. Rome 1591.pdf",633,https://app.transkribus.org/sites/noscemus/doc/735138?colId=88639,,False,theology
"Lorry, Anne-Charles - De melancholia et morbis melancholicis. Vol. 1. Paris 1765.pdf",422,https://app.transkribus.org/sites/noscemus/doc/769232?colId=88639,,False,medicine
"Lorry, Anne-Charles - De melancholia et morbis melancholicis. Vol. 2. Paris 1765.pdf",446,https://app.transkribus.org/sites/noscemus/doc/769233?colId=88639,,False,medicine
"Lossius, Lucas - Arithmetices erotemata puerilia. Frankfurt an der Oder 1557.pdf",66,https://app.transkribus.org/sites/noscemus/doc/901015?colId=88639,,True,arithmetic
"Lubieniecki, Stanisław - Theatrum cometicum. Amsterdam 1668.pdf",1753,https://app.transkribus.org/sites/noscemus/doc/732630?colId=88639,,True,astronomy
"Lucini, Paolo - Optica. Parma 1793.pdf",137,https://app.transkribus.org/sites/noscemus/doc/906212?colId=88639,,True,optics
"Ludwig, Christian Gottlieb - Aphorismi botanici in usum auditorum conscripti. Leipzig 1738.pdf",85,https://app.transkribus.org/sites/noscemus/doc/1461594?colId=88639,,False,botany
"Mackaile, Matthew - Fons Moffetensis. Edinburgh 1659.pdf",125,https://app.transkribus.org/sites/noscemus/doc/797693?colId=88639,,Unknown,unknown
"Maffei, Giovanni Pietro - Historiarum Indicarum libri XVI. Cologne 1590.pdf",1437,https://app.transkribus.org/sites/noscemus/doc/693175?colId=88639,,False,history
"MagIni, Giovanni Antonio - Confutatio diatribae Scaligeri de aequinoctiorum praecessione. Rome 1617.pdf",105,https://app.transkribus.org/sites/noscemus/doc/902201?colId=88639,,True,astronomy
"MagIni, Giovanni Antonio - De planis trangulis. De dimetiendi ratione. Venice & Bologna 1592.pdf",521,https://app.transkribus.org/sites/noscemus/doc/902427?colId=88639,bib-52,True,surveying
"Magini, Giovanni Antonio - Ephemerides ab anno Domini 1598 usque ad annum 1610. Venice 1599.pdf",845,https://app.transkribus.org/sites/noscemus/doc/902428?colId=88639,,True,astronomy
"Magnus, Olaus - Historia de gentibus septentrionalibus. Rome 1555.pdf",909,https://app.transkribus.org/sites/noscemus/doc/725081?colId=88639,,False,history
"Maier, Michael - Atalanta fugiens. Oppenheim 1617.pdf",231,https://app.transkribus.org/sites/noscemus/doc/804024?colId=88639,,False,alchemy
"Maier, Michael - Civitas corporis humani. Frankfurt 1621.pdf",221,https://app.transkribus.org/sites/noscemus/doc/694475?colId=88639,,False,anatomy
"Maier, Michael - De circulo physico quadrato. Oppenheim 1616.pdf",83,https://app.transkribus.org/sites/noscemus/doc/715590?colId=88639,,True,geometry; physics
"Major, Johann Daniel - Emblemata de purpura. Kiel 1671.pdf",25,https://app.transkribus.org/sites/noscemus/doc/607719?colId=88639,,False,literature
"Major, Johann Daniel & Sachs von Lewenheimb, Philipp Jacob - Dissertatio epistolica de cancris et serpentibus petrefactis. Jena 1664.pdf",125,https://app.transkribus.org/sites/noscemus/doc/657732?colId=88639,,False,zoology
"Malpighi, Marcello - Anatome plantarum. London 1675-79",259,https://app.transkribus.org/sites/noscemus/doc/598518?colId=88639,,False,botany; anatomy
"Manardi, Giovanni - De erroribus Symonis Pistoris. Nuremberg 1500.pdf",22,https://app.transkribus.org/sites/noscemus/doc/704345?colId=88639,,Unknown,unknown
"Manardi, Giovanni - Epistolae medicinales. Ferrara 1521.pdf",161,https://app.transkribus.org/sites/noscemus/doc/704346?colId=88639,,False,medicine; literature
"Manincor, Anton - De terraemotibus anni 1670. Innsbruck 1671.pdf",39,https://app.transkribus.org/sites/noscemus/doc/694895?colId=88639,,Unknown,geography
"Marggraff, Michael & Bleidner, Johannes - Disputatio physica de meteoro nivis. Leipzig 1667.pdf",13,https://app.transkribus.org/sites/noscemus/doc/694617?colId=88639,,Unknown,physics; meteorology
"Marius, Simon - Mundus Iovialis. Nuremberg 1614.pdf",85,https://app.transkribus.org/sites/noscemus/doc/906122?colId=88639,,True,astronomy
"Märter, Franz Joseph - Fundamenta et termini botanici. Brussels 1789.pdf",145,https://app.transkribus.org/sites/noscemus/doc/737711?colId=88639,,False,botany
"Martini, Martino - Novus Atlas Sinensis. Amsterdam 1655.pdf",263,https://app.transkribus.org/sites/noscemus/doc/928136?colId=88639,,Unknown,unknown
"Mästlin, Michael - Epitome astronomiae. Heidelberg 1582.pdf",695,https://app.transkribus.org/sites/noscemus/doc/724117?colId=88639,,True,astronomy
"Mattioli, Pietro Andrea - Commentarii in sex libros Dioscoridis. Venice 1554.pdf",818,https://app.transkribus.org/sites/noscemus/doc/735145?colId=88639,,Unknown,unknown
"Mattioli, Pietro Andrea - Compendium de plantis omnibus. Venice 1571.pdf",963,https://app.transkribus.org/sites/noscemus/doc/664561?colId=88639,,False,botany; education
"Mattioli, Pietro Andrea - De ratione distillandi aquas. Venice 1565.pdf",1640,https://app.transkribus.org/sites/noscemus/doc/797568?colId=88639,,False,chemistry
"Mauchart, Burchard David & Haug, Philipp Adam - Oculus artificialis. Tübingen 1749.pdf",29,https://app.transkribus.org/sites/noscemus/doc/605038?colId=88639,,True,optics
"Maurolico, Francesco - Arithmeticorum libri II. Venice 1575.pdf",207,https://app.transkribus.org/sites/noscemus/doc/901016?colId=88639,,True,arithmetic
"Maurolico, Francesco - Cosmographia in tres dialogos distincta. Venice 1543.pdf",231,https://app.transkribus.org/sites/noscemus/doc/695814?colId=88639,,True,astronomy; literature
"Maurolico, Francesco - Opuscula mathematica. Venice 1575.pdf",315,https://app.transkribus.org/sites/noscemus/doc/912317?colId=88639,Venice_1575,True,mathematics
"Maurolico, Francesco - Photismi de lumine et umbra. Naples 1611.pdf",102,https://app.transkribus.org/sites/noscemus/doc/742420?colId=88639,CTQRB8,True,optics
"Mayerne, Théodore Turquet de - Apologia. La Rochelle 1603.pdf",118,https://app.transkribus.org/sites/noscemus/doc/652471?colId=88639,,Unknown,unknown
"Mazzolari, Giuseppe Maria - Electricorum libri VI. Rome 1767.pdf",301,https://app.transkribus.org/sites/noscemus/doc/605291?colId=88639,,Unknown,physics
"Melanchthon, Philipp - Initia doctrinae physicae. Wittenberg 1549.pdf",423,https://app.transkribus.org/sites/noscemus/doc/906123?colId=88639,,Unknown,physics
"Melanchthon, Philipp - Liber de anima. Wittenberg 1553.pdf",321,https://app.transkribus.org/sites/noscemus/doc/746761?colId=88639,,Unknown,philosophy
"Melanchthon, Philipp - Mulae asinaeque duos imponit servulus utres. Leipzig 1549.pdf",72,https://app.transkribus.org/sites/noscemus/doc/1726864?colId=88639,,Unknown,unknown
"Melanchthon, Philipp - Selectae declamationes. Vol. 1. Strasbourg 1544.pdf",801,https://app.transkribus.org/sites/noscemus/doc/732897?colId=88639,,False,literature
