review_id,Page/Key,Language,Feature Name,Value_orig,Value_llm,Value_llm5,final_candidate,working_final_value,decision_tier,needs_human_review,review_priority,recommendation_rule,recommendation_support,decision_reason,current_db_value,current_source_revision,current_revision_name,mapped_to_db_feature,is_v6_revision,current_exact_working_final,current_unordered_comma_match,current_missing
R3038,Urbino_1575,ITALIAN,Base Content,DE GLI ELEMENTI D’EVCLIDE LIBRI QVINDICI,DE GLI ELEMENTI D’EVCLIDE LIBRI QVINDICI.,DE GLI ELEMENTI D’EVCLIDE LIBRI QVINDICI,DE GLI ELEMENTI D’EVCLIDE LIBRI QVINDICI,DE GLI ELEMENTI D’EVCLIDE LIBRI QVINDICI,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,DE GLI ELEMENTI D’EVCLIDE LIBRI QVINDICI,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,1,1,0
R3039,Urbino_1575,ITALIAN,Base Content Description,"CON GLI SCHOLII ANTICHI, con Commentarij illustrati","CON GLI SCHOLII ANTICHI., con Commentarij illustrati,, ET HORA D’ORDINE DELL’ISTESSO TRASPORTATI NELLA NOSTRA VVLGAre,","con Commentarij illustrati, ET HORA D’ORDINE DELL’ISTESSO","CON GLI SCHOLII ANTICHI., con Commentarij illustrati,, ET HORA D’ORDINE DELL’ISTESSO TRASPORTATI NELLA NOSTRA VVLGAre,","CON GLI SCHOLII ANTICHI., con Commentarij illustrati,, ET HORA D’ORDINE DELL’ISTESSO TRASPORTATI NELLA NOSTRA VVLGAre,",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,DE GLI ELEMENTI D’EVCLIDE LIBRI QVINDICI,7d8fdc01-b3ec-43de-a654-4cba5ffb6a07,v6,1,1,0,0,0
R3041,Urbino_1575,ITALIAN,Date in Imprint,M. D. LXXV.,M. D. LXXV.,M. D. LXXV,M. D. LXXV.,M. D. LXXV.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,M. D. LXXV,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,0,0,0
R3045,Urbino_1575,ITALIAN,Enriched With,"SCHOLII ANTICHI, Commentarij","con Commentarij illustrati,, ET HORA D’ORDINE DELL’ISTESSO TRASPORTATI NELLA NOSTRA VVLGAre,",Commentarij illustrati,"con Commentarij illustrati,, ET HORA D’ORDINE DELL’ISTESSO TRASPORTATI NELLA NOSTRA VVLGAre,","con Commentarij illustrati,, ET HORA D’ORDINE DELL’ISTESSO TRASPORTATI NELLA NOSTRA VVLGAre,",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"con Commentarij illustrati, ET HORA D’ORDINE DELL’ISTESSO TRASPORTATI NELLA NOSTRA VVLGAre",7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,1,0
R3046,Urbino_1575,ITALIAN,Euclid References,D’EVCLIDE,EVCLIDE,EVCLIDE,EVCLIDE,EVCLIDE,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",EVCLIDE,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R3047,Urbino_1575,ITALIAN,Explicit Language References,"LATINA, NOSTRA VVLGAre",,,"LATINA, NOSTRA VVLGAre","LATINA, NOSTRA VVLGAre",B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,"LINGVA LATINA, NOSTRA VVLGAre",7d8fdc01-b3ec-43de-a654-4cba5ffb6a10,v6,1,1,0,0,0
R3048,Urbino_1575,ITALIAN,Place in Imprint,VRBINO,VRBINO,,VRBINO,VRBINO,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,0,0,1
R3049,Urbino_1575,ITALIAN,Privileges in Imprint,"Con licentia de’ Su-
periori.",CON PRIVILEGIO.,CON PRIVILEGIO,CON PRIVILEGIO.,CON PRIVILEGIO.,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,CON PRIVILEGIO,0f63fc20-5e6b-402c-b6e7-1314707158b0,v1,1,0,0,0,0
R3050,Urbino_1575,ITALIAN,Publisher in Imprint,DOMENICO FRISOLINO,DOMENICO FRISOLINO,DOMENICO FRISOLINO,DOMENICO FRISOLINO,DOMENICO FRISOLINO,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,"JN VRBINO, APPRESSO DOMENICO FRISOLINO",7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,0
R3051,Urbino_1575,ITALIAN,Verbs,"TRADOTTI, illustrati, TRASPORTATI, riueduti","TRADOTTI, riueduti","TRADOTTI, illustrati, TRASPORTATI, riueduti","TRADOTTI, illustrati, TRASPORTATI, riueduti","TRADOTTI, illustrati, TRASPORTATI, riueduti",A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,"TRADOTTI, illustrati, TRASPORTATI, riueduti",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,1,1,0
R3052,Utrecht_1647,DUTCH,Adapter Attribution,JAN PIETERSE DOU,JAN PIETERSE DOU,JAN PIETERSE DOU,JAN PIETERSE DOU,JAN PIETERSE DOU,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,JAN PIETERSE DOU,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R3054,Utrecht_1647,DUTCH,Adapter Description,der stadt Leyden Lant-meter ende Wijnroyer.,der stadt Leyden Lant-meter ende Wijnroyer,der stadt Leyden Lant-meter ende Wijnroyer,der stadt Leyden Lant-meter ende Wijnroyer,der stadt Leyden Lant-meter ende Wijnroyer,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",der stadt Leyden Lant-meter ende Wijnroyer,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,1,1,0
R3056,Utrecht_1647,DUTCH,Base Content,De ses eerste Boecken EUCLIDIS,"De ses eerste Boecken EUCLIDIS, Van de beginselen ende fonda-menten der Geometrie.",EUCLIDIS,EUCLIDIS,EUCLIDIS,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"De ses eerste Boecken EUCLIDIS, Van de beginselen ende fonda-menten der Geometrie",7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R3059,Utrecht_1647,DUTCH,Date in Imprint,Anno 1647,Anno 1647.,1647,1647,1647,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,1647,71d1be08-4bb6-47d0-b31b-0c599353e775,v2,1,0,1,1,0
R3060,Utrecht_1647,DUTCH,Edition Statement,"Van nieus oversien ende verbetert: Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.","Van nieus oversien ende verbetert: Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.",Van nieus oversien ende verbetert,"Van nieus oversien ende verbetert: Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.","Van nieus oversien ende verbetert: Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert, door den selven Autheur.",A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,"Van nieus oversien ende verbetert, Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert",718a7718-22cf-424e-a7f1-84e9cf1071c6,v1,1,0,0,0,0
R3062,Utrecht_1647,DUTCH,Enriched With,"eenige nuttigheden, de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen, verklaert, ende uytgeleyt, tot vorderinge ende oeffeninge van alle leergierige liefhebbers der selver vrye Konste, de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert","eenige nuttigheden, Specien in Geometrische figuren, bygevoegde nuttigheden, specien in Geometrische figuren","eenige nuttigheden, Specien in Geometrische figuren","eenige nuttigheden, Specien in Geometrische figuren","eenige nuttigheden, Specien in Geometrische figuren",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Waer bygevoeght zijn eenige nuttigheden, uyt de selve Boecken getrocken; Mitsgaders de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen, Mitsgaders de bygevoegde nuttigheden, met de specien in Geometrische figuren breeder verklaert ende vermeerdert",7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,0
R3063,Utrecht_1647,DUTCH,Euclid References,EUCLIDIS,EUCLIDIS,EUCLIDIS,EUCLIDIS,EUCLIDIS,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,EUCLIDIS,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R3064,Utrecht_1647,DUTCH,Intended Audience,tot vorderinge ende oeffeninge van alle leergierige liefhebbers der selver vrye Konste.,alle leergierige liefhebbers der selver vrye Konste,alle leergierige liefhebbers der selver vrye Konste,alle leergierige liefhebbers der selver vrye Konste,alle leergierige liefhebbers der selver vrye Konste,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",alle leergierige liefhebbers der selver vrye Konste,7d8fdc01-b3ec-43de-a654-4cba5ffb6a15,v6,1,1,1,1,0
R3065,Utrecht_1647,DUTCH,Place in Imprint,UTRECHT,UTRECHT,UTRECHT,UTRECHT,UTRECHT,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,TOT UTRECHT,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,0,0,0
R3066,Utrecht_1647,DUTCH,Publisher in Imprint,Jan van Waesberge,Jan van Waesberge,Jan van Waesberge,Jan van Waesberge,Jan van Waesberge,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Jan van Waesberge,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,1,1,0
R3067,Utrecht_1647,DUTCH,Verbs,"Overgeset, verklaert, ende uytgeleyt","Overgeset, verklaert, uytgeleyt, oversien, verbetert","Overgeset, verklaert, uytgeleyt, oversien, verbetert, vermeerdert","Overgeset, verklaert, uytgeleyt, oversien, verbetert","Overgeset, verklaert, uytgeleyt, oversien, verbetert",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Overgeset, uytgeleyt, oversien, verbetert, vermeerdert",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,0,0
R3068,Utrecht_n.d,DUTCH,Adapter Attribution,C. V. N.,C. V. N.,C. V. N,C. V. N.,C. V. N.,A_confirmed,no,0,manual_supported_by_llm,Value_llm,Manual value is supported by v1 or v5.,C. V. N,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,0,0,0
R3070,Utrecht_n.d,DUTCH,Adapter Description,Liefhebber der Mathematica,Liefhebber der Mathematica.,Liefhebber der Mathematica,Liefhebber der Mathematica,Liefhebber der Mathematica,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,Liefhebber der Mathematica,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,1,1,0
R3071,Utrecht_n.d,DUTCH,Base Content,EVCLIDES,EVCLIDES.,EVCLIDES,EVCLIDES,EVCLIDES,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,EVCLIDES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,1,1,0
R3073,Utrecht_n.d,DUTCH,Bound With,"Het Fondament der Surdische,
ende Binomische getallen","Het Fondament der Surdische,, Binomische getallen,",,"Het Fondament der Surdische,, Binomische getallen,","Het Fondament der Surdische,, Binomische getallen,",E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.","Het Fondament der Surdische, ende Binomische getallen, alles een- voudelijck tot dienst vanden leer- samen int licht ghegheven",7d8fdc01-b3ec-43de-a654-4cba5ffb6a18,v6,1,1,0,0,0
R3076,Utrecht_n.d,DUTCH,Destination Language,nederduyts,in nederduyts,nederduyts,nederduyts,nederduyts,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,nederduyts,e4d1ac46-54a8-4f86-8c7a-2c1d5cf9a101,v2,1,0,1,1,0
R3077,Utrecht_n.d,DUTCH,Elements Designation,EVCLIDES,EVCLIDES.,EVCLIDES,EVCLIDES,EVCLIDES,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,EVCLIDES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a06,v6,1,1,1,1,0
R3078,Utrecht_n.d,DUTCH,Enriched With,"een-
voudelijck tot dienst, verciert met schoo-
ne verclaringen ende leringen",,,"een-
voudelijck tot dienst, verciert met schoo-
ne verclaringen ende leringen","een-
voudelijck tot dienst, verciert met schoo-
ne verclaringen ende leringen",B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,verciert met schoo- ne verclaringen ende leringen,7d8fdc01-b3ec-43de-a654-4cba5ffb6a08,v6,1,1,0,0,0
R3079,Utrecht_n.d,DUTCH,Euclid References,EVCLIDES,EVCLIDES.,EVCLIDES,EVCLIDES,EVCLIDES,A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,EVCLIDES,7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,1,1,0
R3080,Utrecht_n.d,DUTCH,Explicit Language References,Latijnsche spraecke,Uyt den Latijnsche spraecke,Latijnsche,Uyt den Latijnsche spraecke,Uyt den Latijnsche spraecke,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,Latijnsche,7d8fdc01-b3ec-43de-a654-4cba5ffb6a10,v6,1,1,0,0,0
R3081,Utrecht_n.d,DUTCH,Intended Audience,"leer-
samen",,,"leer-
samen","leer-
samen",B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,vanden leersamen,7d8fdc01-b3ec-43de-a654-4cba5ffb6a15,v6,1,1,0,0,0
R3082,Utrecht_n.d,DUTCH,Other Educational Authorities,"de outste naturalisten ende con-
flige Schrijvers",,,"de outste naturalisten ende con-
flige Schrijvers","de outste naturalisten ende con-
flige Schrijvers",B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a16,v6,1,1,0,0,1
R3083,Utrecht_n.d,DUTCH,Place in Imprint,UYTRECHT,UYTRECHT,UYTRECHT,UYTRECHT,UYTRECHT,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,UYTRECHT,7d8fdc01-b3ec-43de-a654-4cba5ffb6a11,v6,1,1,1,1,0
R3084,Utrecht_n.d,DUTCH,Publisher in Imprint,Autheur,,,Autheur,Autheur,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,,7d8fdc01-b3ec-43de-a654-4cba5ffb6a12,v6,1,1,0,0,1
R3085,Utrecht_n.d,DUTCH,Verbs,"ghegheven, verciert, overgeset","verciert, over-
geset, ghegheven","over-
geset, verciert, ghegheven","verciert, over-
geset, ghegheven","verciert, over-
geset, ghegheven",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"over- geset, verciert, ghegheven",7d8fdc01-b3ec-43de-a654-4cba5ffb6a09,v6,1,1,0,1,0
R3086,Venice_1498a,LATIN,Adapter Attribution,"Georgio Valla, Georgii Valle",Georgio Valla Placentino,Georgio Valla Placentino,Georgio Valla Placentino,Georgio Valla Placentino,C_llm_agreement_overrides_manual,sample,1,v1_v5_agree_conflicts_with_manual,"Value_llm,Value_llm5","v1 and v5 agree with each other but conflict with manual; use LLM agreement as likely cleanup, but sample-review this assumption.",Georgio Valla Placentino,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,1,1,0
R3087,Venice_1498a,LATIN,Adapter Description,Placentino Interprete,Interprete.,Interprete,Interprete.,Interprete.,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,Interprete,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,0,0,0
R3090,Venice_1498a,LATIN,Bound With,"Nicephori logica, Georgii Valle libellus de argumentis, Hypothesis interpretatio eiusdem libri Euclidis, Nicephorus de astrolabio, Proclus de astrolabio, Aristarchi Sami de magnitudinibus, distantijs solis et lune, Timeus de mundo, Cleonidis musica, Eusebii Pamphili de quibusdam theologicis ambiguitatibus, Cleomedes de mundo, Athenagorae philosophi de resurrectione, Aristotelis de celo, Aristotelis magna ethica, Aristotelis ars poetica, Rhazes de pestilentia, Galenus de inaequali intemperantia, Galenus de bono corporis habitu, Galenus de confirmatione corporis humani, Galenus de pestigura, Galenus de pestagio, Zalchi introductiorium, Galenus de succidanéis, Alexander Aphrodiseus de causis ebriorum, Platus de victu humano","Nicephori logica, Georgii Valle libellus de argumentis, Hypothesis interpretatio eiusdem libri Euclidis, Nicephorus de astrolabio, Proclus de astrolabio, Aristarchi Sami de magnitudinibus et distantijs solis et lune, Timeus de mundo, Cleonidis musica, Eusebii Pamphili de quibusdam theologicis ambiguitatibus, Cleomedes de mundo, Athenagorae philosophi de resurrectione, Aristotelis de celo, Aristotelis magna ethica, Aristotelis ars poetica, Rhazes de pestilentia, Galenus de inaequali intemperantia, Galenus de bono corporis habitu, Galenus de confirmatione corporis humani, Galenus de pestigura, Galenus de pestagio, Zalchi introductiorium, Galenus de succidanéis, Alexander Aphrodiseus de causis ebriorum, Platus de victu humano.",,"Nicephori logica, Georgii Valle libellus de argumentis, Hypothesis interpretatio eiusdem libri Euclidis, Nicephorus de astrolabio, Proclus de astrolabio, Aristarchi Sami de magnitudinibus et distantijs solis et lune, Timeus de mundo, Cleonidis musica, Eusebii Pamphili de quibusdam theologicis ambiguitatibus, Cleomedes de mundo, Athenagorae philosophi de resurrectione, Aristotelis de celo, Aristotelis magna ethica, Aristotelis ars poetica, Rhazes de pestilentia, Galenus de inaequali intemperantia, Galenus de bono corporis habitu, Galenus de confirmatione corporis humani, Galenus de pestigura, Galenus de pestagio, Zalchi introductiorium, Galenus de succidanéis, Alexander Aphrodiseus de causis ebriorum, Platus de victu humano.","Nicephori logica, Georgii Valle libellus de argumentis, Hypothesis interpretatio eiusdem libri Euclidis, Nicephorus de astrolabio, Proclus de astrolabio, Aristarchi Sami de magnitudinibus et distantijs solis et lune, Timeus de mundo, Cleonidis musica, Eusebii Pamphili de quibusdam theologicis ambiguitatibus, Cleomedes de mundo, Athenagorae philosophi de resurrectione, Aristotelis de celo, Aristotelis magna ethica, Aristotelis ars poetica, Rhazes de pestilentia, Galenus de inaequali intemperantia, Galenus de bono corporis habitu, Galenus de confirmatione corporis humani, Galenus de pestigura, Galenus de pestagio, Zalchi introductiorium, Galenus de succidanéis, Alexander Aphrodiseus de causis ebriorum, Platus de victu humano.",E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.","Nicephori logica, Georgii Valle libellus de argumentis Euclidis quartus decimus elementorum, Hypothesis interpretatio eiusdem libri Euclidis, Nicephorus de astrolabio, Proclus de astrolabio, Aristarchi Sami de magnitudinibus et distantijs solis et lune, Timeus de mundo, Cleonidis musica, Eusebii Pamphili de quibusdam theologicis ambiguitatibus, Cleomedes de mundo, Athenagorae philosophi de resurrectione, Aristotelis de celo, Aristotelis magna ethica, Aristotelis ars poetica, Rhazes de pestilentia, Galenus de inaequali intemperantia, Galenus de bono corporis habitu, Galenus de confirmatione corporis humani, Galenus de pestigura, Galenus de pestagio, Zalchi introductiorium, Galenus de succidanéis, Alexander Aphrodiseus de causis ebriorum, Platus de victu humano",7d8fdc01-b3ec-43de-a654-4cba5ffb6a18,v6,1,1,0,0,0
R3093,Venice_1498a,LATIN,Elements Designation,Euclidis quartus decimus elementorum,Euclidis quartus decimus elementorum,Euclidis quartus decimus elementorum,Euclidis quartus decimus elementorum,Euclidis quartus decimus elementorum,A_confirmed,no,0,manual_supported_by_llm,"Value_llm,Value_llm5",Manual value is supported by v1 or v5.,Euclidis quartus decimus elementorum,7d8fdc01-b3ec-43de-a654-4cba5ffb6a06,v6,1,1,1,1,0
R3094,Venice_1498a,LATIN,Euclid References,"Euclidis, euclidis","Euclidis quartus decimus elementorum, libri Euclidis","Euclidis, Euclidis","Euclidis, euclidis","Euclidis, euclidis",A_confirmed,no,0,manual_supported_by_llm,Value_llm5,Manual value is supported by v1 or v5.,"Euclidis, eiusdem libri Euclidis",7d8fdc01-b3ec-43de-a654-4cba5ffb6a13,v6,1,1,0,0,0
R3095,Venice_1498a,LATIN,Other Educational Authorities,"Nicephori, Nicephorus, Zalchi, Proclus, Aristarchi Sami, Cleonidis, Eusebii Pamphili, Cleomedes, Athenagorae philosophi, Aristotelis, Rhazes, Galenus, Alexander Aphrodiseus, Platus, Timeus","Nicephorus, Georgius Vallus, Aristarchus Samius, Timeus, Cleonidis, Eusebius Pamphili, Cleomedes, Athenagoras, Aristoteles, Rhazes, Galenus, Zalchi, Alexander Aphrodiseus, Platus","Nicephori, Georgii Valle, Nicephorus, Proclus, Aristarchi Sami, Timeus, Cleonidis, Eusebii Pamphili, Cleomedes, Athenagorae philosophi, Aristotelis, Rhazes, Galenus, Zalchi, Alexander Aphrodiseus, Platus","Nicephori, Georgii Valle, Nicephorus, Proclus, Aristarchi Sami, Timeus, Cleonidis, Eusebii Pamphili, Cleomedes, Athenagorae philosophi, Aristotelis, Rhazes, Galenus, Zalchi, Alexander Aphrodiseus, Platus","Nicephori, Georgii Valle, Nicephorus, Proclus, Aristarchi Sami, Timeus, Cleonidis, Eusebii Pamphili, Cleomedes, Athenagorae philosophi, Aristotelis, Rhazes, Galenus, Zalchi, Alexander Aphrodiseus, Platus",D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,"Nicephori, Georgii Valle, Nicephorus, Proclus, Aristarchi Sami, Timeus, Cleonidis, Eusebii Pamphili, Cleomedes, Athenagorae philosophi, Aristotelis, Rhazes, Galenus, Zalchi, Alexander Aphrodiseus, Platus",7d8fdc01-b3ec-43de-a654-4cba5ffb6a16,v6,1,1,1,1,0
R3097,Venice_1505,LATIN,Adapter Attribution,Bar. Zamber. Vene.,Ianitoris,Bar. Zamber. Vene,Bar. Zamber. Vene,Bar. Zamber. Vene,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm5,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,Bar. Zamber,7d8fdc01-b3ec-43de-a654-4cba5ffb6a01,v6,1,1,0,0,0
R3098,Venice_1505,LATIN,Adapter Description,Interprete,,,Interprete,Interprete,B_keep_manual_no_llm,sample,3,manual_only_no_llm_value,Value_orig,Manual value exists and both v1/v5 are empty; keep manual unless sampled review shows this feature is unreliable.,Interprete,7d8fdc01-b3ec-43de-a654-4cba5ffb6a03,v6,1,1,1,1,0
R3099,Venice_1505,LATIN,Base Content,Euclidis megarensis philosophi platonicj,elementorum libros.,elementorum libros,elementorum libros.,elementorum libros.,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,elementorum libros. xiij,7d8fdc01-b3ec-43de-a654-4cba5ffb6a05,v6,1,1,0,0,0
R3101,Venice_1505,LATIN,Bound With,"expositione Theonis, expositione Hypsi. Alex., Phaeno. Specu. et Perspe., liber Datorum, expositione Pappi Mechanici, Marini dialectici protheoria","expositione Theonis insignis mathematici, expositione Hypsi. Alex., Phaeno. Specu., Perspe. cum expositione Theonis, liber Datorum cum expositione Pappi Mechanici vna cum Marini dialectici protheoria",,"expositione Theonis insignis mathematici, expositione Hypsi. Alex., Phaeno. Specu., Perspe. cum expositione Theonis, liber Datorum cum expositione Pappi Mechanici vna cum Marini dialectici protheoria","expositione Theonis insignis mathematici, expositione Hypsi. Alex., Phaeno. Specu., Perspe. cum expositione Theonis, liber Datorum cum expositione Pappi Mechanici vna cum Marini dialectici protheoria",E_single_llm_over_manual,yes,2,single_llm_value_conflicts_with_manual,Value_llm,"Only one LLM produced a value and it conflicts with manual; weak evidence, review before trusting at scale.","xiij. cum expositione Theonis insignis mathematici, xiiij. cum expositione Hypsi. Alex. Itidemque et Phaeno. Specu. et Perspe. cum expositione Theonis, mirandus ille liber Datorum cum expositione Pappi Mechanici vna cum Marini dialectici protheoria",7d8fdc01-b3ec-43de-a654-4cba5ffb6a18,v6,1,1,0,0,0
R3106,Venice_1505,LATIN,Elements Designation,elementorum libros. xiij.,elementorum libros.,elementorum libros,elementorum libros.,elementorum libros.,D_prompt_policy_choice,yes,2,preferred_prompt_conflicts_or_no_consensus,Value_llm,v1/v5 disagree or no consensus; candidate comes from the best prompt by feature/language fallback.,elementorum libros. xiij,7d8fdc01-b3ec-43de-a654-4cba5ffb6a06,v6,1,1,0,0,0
