"Page/Key","Edition Details","Feature Name","Feature Description","Feature Revision","Value"
"bib-35","1585, Turin - Diversarum speculationum mathematicarum, & physicarum liber, quarum seriem sequens pagina indicabit","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"144JC3","1586, Ferrara - Della nuova geometria di Franc. Patrici libri XV. Ne' quali con mirabile ordine, e con dimostrazioni a maraviglia più facili,...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"X5YBIB","1586, Paris - La practique de la geometrie","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"X2T7PY","1586, Rome - Fabrica et usus instrumenti ad horologiorum descriptionem","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::primary, Instrument Construction::primary, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"Ferrara_1587","1587, Ferrara - Della nuova geometria","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"bib-45","1587, Venice - OPERE
DI
ORONTIO FINEO
DEL DELFINATO:
Diuise in cinque Parti;
Aritmetica, Geometria, Cosmografia, e Oriuoli,
TRADOTTE
Da Cosi...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::primary, Geography::unrelated, Gnomonics & Horology::primary, Instrument Construction::unrelated, Instrument Use::secondary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-154","1590, London - ARITHMETICAL
VVARLIKE TREATISE
NAMED
STRATIOTICOS

Compendiously teaching the Science of Numbers as
well in Fractions as Inte...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::primary, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-259","1591, Tours - Michaelis Pselli Arithmetica, musica et geometria","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::primary, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"XHZ2XV","1592, Tournon - Arithmetica, musica et geometria: Procli sphaera","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unknown, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::primary, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-52","1592, Venice - IO. ANTONII
MAGINI PATAVINI
Mathematicarum in Almo
Bononiensi Gymnasio professoris.

DE PLANIS TRIANGVLIS
Liber Unicus.

Eius...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"JZ3MT9","1593, Antwerp - Ideae mathematicae pars prima, sive methodus polygonorum, qua laterum, perimetrorum & arearum cujuscunque polygoni investigan...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::secondary, Trigonometry::unrelated"
"Tours_1593","1593, Tours - Francisci Vietæ
Variorum de Rebus Mathematicis
Responsorum, Liber VIII.
Cuius præcipua capita sunt,
De duplicatione Cubi, & Q...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::primary, Trigonometry::unrelated"
"bib-59","1594, Leiden - IOSEPHI
SCALIGERI
IVL. CAES. F.
CYCLOMETRICA
ELEMENTA DUO.

AD
Illustres Nobiliss. Ampliss.
Hollandiae, Westfrisiae,
et Zeela...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-105","1594, Nuremberg - DE QVADRANTE GEOMETRICO
LIBELLVS.

IN QVO QVIDQVID
AD LINEARVM ET SVPERFICIERUM,
VT POTE ALTITVDINVM ET LATITVDINVM, DI=
mens...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-67","1595, Paris - PSEUDO-MESOLABVM
& alia quædam adiuncta
CAPITVLA.

Ex Geometricis Schediasmatis
Francisci Vietæ.","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-40","1596, Delft - VANDEN CIRCKEL.
Daer in gheleert werdt te vinden de
naeste proportie des Circkels diameter tegen sijnen Omtloop, daertoe,
doo...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::secondary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::secondary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::secondary, Theoretical Mathematics::unrelated, Trigonometry::primary"
"GGD02E","1596, Venice - La pratica di prospettiua del cavalier Lorenzo Sirigatti al serenissimo Ferdinando Medici granduca di Toscana","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-150","1598, London - The theorike and practike of moderne warres discoursed in dialogue wise","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::primary, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-127","1598, Nuremberg - PROBLEMA,
quod iubet
EX QUATVOR
RECTIS LINEIS DATIS QVA-
drilaterum fieri, quod sit
in Circulo.

Aliquot modis expli-
catum

...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"2BRI1Z","1598, Oxford - A tracte containing the artes of curious paintinge carvinge buildinge","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-148","1598, Paris - LE
GOVVERNAIL
D’AMBROISE BACHOT
CAPITAINE INGENIEVR
DV ROY.

Lequel conduira le curieux de Geo-
metrie en perspective dedans ...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::primary, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-76","1598, Venice - COSMOGRAPHIA
IN QUATVOR LIBROS
DISTRIBVTA,

SVMMO ORDINE, MIRAQ. FACILITATE,
ac brevitate ad Magnam Ptolemaei Mathematicam
Co...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::secondary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::primary, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::secondary, Trigonometry::unrelated"
"bib-20","1599, Rome - Geometria prattica tratta dagl’Elementi d’Euclide et altri auttori da Giovanni Pomodoro venetiano mathematico eccellentissimo...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::secondary, Cosmography::secondary, Geography::secondary, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::secondary, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-209","1600, Leiden - Practijck des Lantmetens.

Leerende alle rechte ende cromsij­dige Landen,
Bosschen, Boomgaerden, ende ander velden meten, soo...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::secondary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::primary, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-210","1600, Leiden - Van het gebruyck der Geo-
metrische instrumenten.

Leerende alle onghenaeckelicke lenghten, breedten, wijdden, hooghten
ende ...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::primary, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::primary, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-280","1600, Paris - La fortification reduicte en art","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::secondary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::primary, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::primary, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"WHEESV","1600, Pesaro - Perspectiuae libri sex","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::unknown, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"NTML0S","1600, Venice - Tutte l'opere d'architettura et prospettiva, di Sebastiano Serlio bolognese dove si mettono in disegno tutte le maniere di ed...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::primary, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::secondary, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unknown, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::primary, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"ustc-29","1602, Paris - La geometrie et practique generalle d'icelle. Au tres-chrestien roy de France et de Navarre","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unknown, Arithmetic::unrelated, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::secondary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-212","1603, Amsterdam - Arithmetica.
Practicque omme int corte te leeren
spheren naer alderleyse Coophandel inghe, met som-
mighe Exemplen ghesolvert...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::primary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-283","1603, London - The Well spring of
SCIENCES.
Which teacheth the perfect
worke and practise of Arithme-
ticke, both in whole Numbers
and Fract...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::secondary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::unrelated, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"bib-93","1603, Venice - PRATICA
D’ARITHMETICA
E GEOMETRIA,

NUOVAMENTE POSTA IN LVCE
Dal R. P. F. Lorenzo Forestani da Pescia,

De Minori conventuali...","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::primary, Astronomy::unrelated, Cartography::unrelated, Commercial Mathematics::primary, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::unrelated, Instrument Use::unrelated, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::unrelated, Perspective::unrelated, Practical Geometry::primary, Surveying::primary, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
"ustc-16","1604, Paris - La Fabrique et l'usage du radiomètre, instrument géométrique et astronomique","Subject Categories","Classifies each edition against a fixed list of mathematical and related subject categories.","final_hybrid_v1_2026_06_03","Architecture::unrelated, Arithmetic::unrelated, Astronomy::primary, Cartography::unrelated, Commercial Mathematics::unrelated, Construction::unrelated, Cosmography::unrelated, Geography::unrelated, Gnomonics & Horology::unrelated, Instrument Construction::primary, Instrument Use::primary, Mechanics::unrelated, Military Engineering::unrelated, Music Theory::unrelated, Navigation::primary, Perspective::unrelated, Practical Geometry::secondary, Surveying::unrelated, Theoretical Mathematics::unrelated, Trigonometry::unrelated"
